Location name,Amount spent (TRY)
Adana Province,564
Adıyaman Province,≤100
Afyonkarahisar Province,≤100
Aksaray Province,414
Amasya Province,≤100
Ankara Province,1656
Antalya Province,880
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,364
Ağrı Province,≤100
Balıkesir Province,247
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,989
Denizli Province,281
Diyarbakır Province,125
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,288
Gaziantep Province,303
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,288
Isparta Province,109
Istanbul Province,10133
Iğdır Province,≤100
Kahramanmaraş Province,132
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,820
Kilis Province,≤100
Kocaeli Province,827
Konya Province,357
Kütahya Province,102
Kırklareli Province,≤100
Kırıkkale Province,1173
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,249
Mardin Province,≤100
Mersin Province,1966
Muğla Province,359
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,106
Osmaniye Province,114
Rize Province,≤100
Sakarya Province,≤100
Samsun Province,458
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,1513
Tokat Province,≤100
Trabzon Province,128
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,177
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,1464
Şanlıurfa Province,183
Şırnak Province,≤100
