Location name,Amount spent (JPY)
Aichi Prefecture,61686
Akita Prefecture,1627
Aomori Prefecture,2148
Chiba Prefecture,20579
Ehime Prefecture,3878
Fukui Prefecture,1956
Fukuoka Prefecture,47135
Fukushima Prefecture,3599
Gifu Prefecture,4843
Gunma Prefecture,4517
Hiroshima Prefecture,7957
Hokkaido,13959
Hyōgo Prefecture,18575
Ibaraki Prefecture,7032
Ishikawa Prefecture,3306
Iwate Prefecture,2439
Kagawa Prefecture,2895
Kagoshima Prefecture,3275
Kanagawa Prefecture,44916
Kumamoto Prefecture,6070
Kyoto Prefecture,16886
Kōchi Prefecture,1520
Mie Prefecture,4685
Miyagi Prefecture,11542
Miyazaki Prefecture,2836
Nagano Prefecture,6641
Nagasaki Prefecture,4700
Nara Prefecture,4002
Niigata Prefecture,4792
Okayama Prefecture,5145
Okinawa Prefecture,7108
Osaka Prefecture,35517
Saga Prefecture,13240
Saitama Prefecture,19924
Shiga Prefecture,4293
Shimane Prefecture,1373
Shizuoka Prefecture,12430
Tochigi Prefecture,4738
Tokushima Prefecture,1596
Tokyo,111787
Tottori Prefecture,1050
Toyama Prefecture,2317
Wakayama Prefecture,2251
Yamagata Prefecture,2084
Yamaguchi Prefecture,3034
Yamanashi Prefecture,2483
Ōita Prefecture,6111
