Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,974
Bicol Region,4540
Cagayan Valley,2938
Calabarzon,30733
Caraga,1776
Central Luzon,17352
Central Visayas,12013
Cordillera Administrative Region,1542
Davao Region,9493
Eastern Visayas,4206
Ilocos Region,5142
Metro Manila,65106
Mimaropa,2069
Northern Mindanao,3497
Soccsksargen,3170
Unknown,≤100
Western Visayas,11086
Zamboanga Peninsula,3193
