Location name,Amount spent (ZAR)
Eastern Cape,1270
Free State,888
Gauteng,6044
KwaZulu-Natal,1533
Limpopo,723
Mpumalanga,833
North West,752
Northern Cape,293
Unknown,≤100
Western Cape,8427
