Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
165175370206522,Citi Brasil,Citi Brasil,13595,4
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,11487,325
301774903545521,Brasil Paralelo,Brasil Paralelo,7661,80
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,7453,7
159103797542,Greenpeace Brasil,Greenpeace Brasil,7284,158
109770755848061,Suzano,Suzano SA,7144,12
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,5682,169
286861344662855,Stella Artois,Ambev,4649,6
171169022896525,Guaraná Antarctica,Ambev,3610,1
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,3070,110
204223673035117,MBL - Movimento Brasil Livre,MBL - Movimento Brasil Livre,3018,13
301774903545521,Brasil Paralelo,These ads ran without a disclaimer,2793,15
220898724599599,Ação da Cidadania,Ação da Cidadania,2449,2
333720355130,Petrobras,Petrobras,2437,23
101189854802059,Revista Oeste,Revista Oeste,2224,13
130458937054870,Governo do Estado do Paraná,Governo do Estado do Paraná,2147,4
224777780881144,Visão Mundial,Visão Mundial,2095,25
1671656236440009,Mauro Tramonte,Mauro Tramonte,1840,2
105527742878890,Prefeitura do Recife,Prefeitura do Recife,1572,3
330379553673497,Oxfam Brasil,Oxfam Brasil,1564,158
106869981440689,Brasil Certo,BRASIL CERTO,1541,15
220346131312219,Ministério Público do Trabalho,Ministério Público do Trabalho,1283,2
200145534070790,FEBRABAN - Federação Brasileira de Bancos,These ads ran without a disclaimer,1272,1
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,1169,3
106833412259357,Gstic.rio,Gstic.rio,1150,7
113165042099382,Brasil 61,Brasil 61,1014,46
109226467222782,Brasil Sem Medo,Brasil Sem Medo,915,89
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,875,23
1087471917938156,Sistema Fecomércio RJ,Fecomércio RJ,862,10
104738421003389,InvestNews BR,Easynvest,857,24
197587446941661,Valor Econômico,Editora Globo,853,22
774495039289878,Todecacho,These ads ran without a disclaimer,850,1
261925857331811,Telmário Mota,Telmário Mota,774,2
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,736,17
597321050305500,Circuito Candango de Culturas Populares,Instituto Rosa dos Ventos,722,1
