Location name,Amount spent (TRY)
Adana Province,4830
Adıyaman Province,308
Afyonkarahisar Province,1838
Aksaray Province,964
Amasya Province,628
Ankara Province,10570
Antalya Province,6661
Ardahan Province,105
Artvin Province,292
Aydın Province,1317
Ağrı Province,267
Balıkesir Province,2085
Bartın Province,490
Batman Province,475
Bayburt Province,≤100
Bilecik Province,309
Bingöl Province,214
Bitlis Province,190
Bolu Province,510
Burdur Province,355
Bursa Province,8316
Denizli Province,2343
Diyarbakır Province,1096
Düzce Province,2078
Edirne Province,691
Elazığ Province,593
Erzincan Province,251
Erzurum Province,1040
Eskişehir Province,1603
Gaziantep Province,3081
Giresun Province,2025
Gümüşhane Province,142
Hakkâri Province,106
Hatay Province,1349
Isparta Province,769
Istanbul Province,31326
Iğdır Province,126
Kahramanmaraş Province,810
Karabük Province,381
Karaman Province,492
Kars Province,238
Kastamonu Province,1999
Kayseri Province,3362
Kilis Province,189
Kocaeli Province,2112
Konya Province,3948
Kütahya Province,1015
Kırklareli Province,392
Kırıkkale Province,634
Kırşehir Province,831
Malatya Province,808
Manisa Province,3394
Mardin Province,621
Mersin Province,4520
Muğla Province,1202
Muş Province,184
Nevşehir Province,516
Niğde Province,1250
Ordu Province,1735
Osmaniye Province,2640
Rize Province,591
Sakarya Province,799
Samsun Province,2803
Siirt Province,162
Sinop Province,371
Sivas Province,710
Tekirdağ Province,2263
Tokat Province,907
Trabzon Province,2272
Tunceli Province,≤100
Unknown,≤100
Uşak Province,1766
Van Province,549
Yalova Province,812
Yozgat Province,550
Zonguldak Province,2765
Çanakkale Province,1243
Çankırı Province,309
Çorum Province,1211
İzmir Province,6952
Şanlıurfa Province,1877
Şırnak Province,317
