Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
311627208673,WWF UK,WWF UK,11507,85
102639461303190,Fair Pay For All,Fair Pay For All,7970,224
66188945100,Ben & Jerry's,Ben & Jerry's,6113,8
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),6096,34
7715002593,UNICEF UK,Unicef UK,4086,29
9250349228,Greenpeace UK,Greenpeace UK,3486,97
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,2653,22
7214031395,Oxfam Great Britain,Oxfam Great Britain,2557,48
8807334278,Conservatives,The Conservative Party,2449,13
348366988862054,Oxfam Campaigns,Oxfam Great Britain,2316,18
514212165305248,Leigh Day,Leigh Day,2256,34
408582579294175,UK government,UK Government,2233,4
100771226087265,Susie's Tips,Susie's Tips,1981,18
21242962092,ClientEarth,ClientEarth,1798,60
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",1648,19
61950489543,Labour North West,The Labour Party,1412,79
799576543492660,The Week Junior,The Week Junior,1377,33
25749647410,The Labour Party,The Labour Party,1281,759
7527864602,WaterAid UK,WaterAid UK,1090,73
841894835830532,Electoral Commission UK,Electoral Commission UK,1053,48
35671512696,World Animal Protection UK,World Animal Protection UK,1011,40
139695000173,Good Energy,Good Energy,996,23
7043497714,Christian Aid,Christian Aid,995,15
6040534532,One Acre Fund,One Acre Fund,977,6
10677003998,Shelter,Shelter,971,336
18168505158,The Woodland Trust,Woodland Trust,913,39
401847960644025,Extinction Rebellion UK,Extinction Rebellion,913,41
107310464728068,Britain Remade,BRM Futures Limited,912,18
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),893,12
121936349543,World Vision UK,World Vision UK,789,63
34044296391,Surfers Against Sewage,Surfers Against Sewage,778,30
177855115588808,The Week UK,The Week UK,776,22
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,690,14
103662352102391,Family Debt Help,Ian Keith Parsons,675,12
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,669,5
200480966638039,Supremacy 1914,These ads ran without a disclaimer,667,2
220543443746,International Rescue Committee - UK,International Rescue Committee UK,649,31
13047522725,Crimestoppers,Crimestoppers,634,38
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,631,15
108951391565231,Help to Heat,Huw John Llewellyn,597,13
10114144851,NSPCC,NSPCC,594,7
26698813123,British Red Cross,British Red Cross,583,18
117476785190,Save the Children UK,Save the Children UK,568,18
1660600037490738,Guardian Labs,Guardian Labs,568,27
47612991154,Dignity in Dying,Dignity in Dying,565,21
1586251881644270,Keir Starmer,The Labour Party,562,168
805056259512648,Transport for Greater Manchester,Transport for Greater Manchester,547,4
101958682650112,ESG UK,Energy Saving Grants,536,68
143837658998810,WWT,Wildfowl and Wetlands Trust,532,10
71409503111,Manchester City Council,Manchester City Council,521,2
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,515,80
208573062515662,Freedom from Torture,Freedom from Torture,514,48
162372193827491,Yubico,These ads ran without a disclaimer,510,5
2047806148766050,Animal Equality UK,Animal Equality UK,450,3
137385490131,Electoral Reform Society,Electoral Reform Society,448,314
195754307110390,Right To Life UK,Right To Life UK,427,17
112712550420527,Ekō UK,Ekō,380,5
21517406388,Trees for Cities,Trees for Cities,376,9
102419351480447,Budweiser Brewing Group UK&I,AB InBev,369,6
104768005247443,Say No To WHO,Say no to WHO,362,1
169042736456594,All Out,All Out,359,12
167898406587045,Holiday Extras,Holiday Extras,350,3
18044497940,Plan International UK,Plan International UK,349,28
106205865302441,Just Stop Oil,Just Stop Oil,340,25
59367068326,The Ramblers,The Ramblers,335,34
166335402260,Scottish Water,Scottish Water,331,1
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,330,1
274651352565844,Oltco Ltd,Oltco Ltd,315,114
310039442421596,Scottish Labour Party,Scottish Labour Party,311,32
104255571968810,Save My Vape,Save My Vape,304,4
358706239805,Scope,Scope,296,53
166917856704286,Essex County Council,Essex County Council,286,19
246872175166,Action Against Hunger UK,Action Against Hunger UK,278,120
104732130870119,Slough Borough Council,Slough Borough Council,257,2
101255718164248,350 UK,350.org,249,7
249209468838241,Good Law Project,Good Law Project,248,56
30540151272,GAY TIMES,GAY TIMES,247,2
358126247463,Speech and Language UK,Speech and Language UK,247,8
200006375787,38 Degrees,38 Degrees,220,9
124471347603278,Positive Money UK,Positive Money,219,4
158077247591710,Refuge,Refuge,217,26
290498754454402,European Movement UK,European Movement UK,210,6
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,210,24
442816382865338,Social Security Scotland,Social Security Scotland,198,4
5883973269,Liberal Democrats,"and promoted by the Liberal Democrats, 1 Vincent Square, London, SW1P 2PN.",188,2
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,187,8
159969930741814,The Wildlife Trusts,The Wildlife Trusts,186,11
730993880393394,Michelle O'Neill,Sinn Féin,184,11
10986039307,VSO,VSO,183,8
13533633585,National Trust,National Trust,180,3
798512170219069,Rewilding Britain,Rewilding Britain,178,13
685018844928882,Labour North,The Labour Party,176,45
46852258376,Anti-Slavery International,Anti-Slavery International,175,73
156483561056782,Magic Breakfast,Magic Breakfast,170,35
313376249090900,The Humane League UK,The Humane League UK,166,26
116658961367075,GloryRideMusical,Fifty Technology,165,8
486629864706816,Chichester Liberal Democrats,Jill Hilliard,164,28
18933990398,Stonewall,Stonewall UK,163,6
713179875369048,London Gov,The Greater London Authority,163,39
238394282845251,The Big Issue,The Big Issue,163,1
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,162,41
6707857033,Global Justice Now,Global Justice Now,154,20
1104066886293096,East Midlands Labour,East Midlands Labour Party,152,11
965312526817132,Ashford Labour,Ashford Constituency Labour Party,151,1
108906498687347,Knife Sentence,Knife Sentence,150,12
230343220395979,NOW,Mediacom UK,148,2
490007667679401,Hugh James,Hugh James,147,2
104659471147991,City of Leicester Conservatives,City of Leicester Conservative Federation,145,16
1046117708754519,Care4Calais,Care4Calais,143,18
114651147002520,SSE Energy Solutions,SSE,142,8
120235764665422,Broxtowe Borough Council,Broxtowe Borough Council,142,2
13655260370,Penguin Books,Penguin Books,141,3
6708565748,CBM UK,CBM UK,138,4
228393814606663,West of England Combined Authority,West of England Combined Authority,129,1
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,129,1
9580139707,Battersea,Battersea,128,1
632184833605348,YouPolitics.uk,Robin Michael Horsley,128,8
111503161740182,AGBI,AGBI,127,14
32514078659,Liberty,Liberty,124,12
346684596111093,KinKind,KinKind Ltd,123,7
471333502929463,Paths for All,Paths for All,122,1
110100268235797,Hyphen,Link Media Corporation Ltd,119,19
763665157015124,Silver Voices,Silver Voices,116,1
353224381469808,ifaw,IFAW,114,21
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,111,7
601388547012748,Ecologi,Ecologi,110,51
112845639376,Refugee Action,Refugee Action,109,26
216412798461590,TCV - The Conservation Volunteers,TCV - The Conservation Volunteers,109,8
210400546162648,Development Bank of Wales,Development Bank of Wales,105,24
102766841263087,We FacePlant,These ads ran without a disclaimer,103,2
2558329857727118,Families In Debt,Families in debt,≤100,1
9695206314,Sustrans,Sustrans,≤100,13
386752004789933,Canterbury Labour Party,Canterbury Labour Group,≤100,21
135456716565905,Guardian Jobs,Guardian Jobs,≤100,11
14169285463,Gumtree UK,Gumtree UK,≤100,4
1831352797151874,Greener Energy Group,These ads ran without a disclaimer,≤100,1
108995912015327,Energy Advice London,Energy Advice London,≤100,25
63451405593,NFU Online,NFU Online,≤100,1
111339325988454,The Coders Guild,The Coders Guild,≤100,4
110538548040758,Care2 UK,John Ayling & Associates,≤100,11
1842552962660642,Saffron Walden Labour,Saffron Walden Labour,≤100,23
226186737535800,Bristol & South Gloucestershire Conservatives,Bristol & South Gloucestershire Conservatives,≤100,4
100611146042662,Citizen Reach,CAN Digital Solutions Ltd,≤100,2
202711963650198,Tatton Conservatives,Tatton Conservatives,≤100,15
112489031472827,Redcar Labour,Redcar Constituency Labour Party,≤100,17
37981137361,The Children's Society,The Children's Society,≤100,2
105213446201178,International Justice Mission,International Justice Mission,≤100,2
112712550420527,Ekō UK,SumOfUs,≤100,1
3190660567626119,Dad’s In Debt.,Dadsindebt,≤100,1
391643007520822,Mid Suffolk Green Party,Mid Suffolk Green Party,≤100,41
7950759473,Cancer Research UK,Cancer Research UK,≤100,3
8422578815,Soil Association,Soil Association,≤100,19
249618799243125,South Norfolk Conservatives,South Norfolk Conservatives,≤100,43
38241997652,Lymphoma Action,Lymphoma Action,≤100,3
163277273712719,Oxford Plastics,Oxford Plastics,≤100,20
146549422028829,The TaxPayers' Alliance,The TaxPayers' Alliance,≤100,10
363954377093123,Yorkshire Smokefree,Yorkshire Smokefree,≤100,4
104341249161324,Norwich Renters Collective,Norwich Renters Collective,≤100,4
18366996074,War on Want,War on Want,≤100,15
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,37
547761111920012,Anglian Water - Love Every Drop,Anglian Water,≤100,4
6574632957,Unlock Democracy,Unlock Democracy,≤100,10
379736282091580,Great Yarmouth Labour,The Labour Party,≤100,8
698773137204706,Give My View,Built-ID,≤100,4
115289365261509,Burton and Uttoxeter Labour Party,Burton and Uttoxeter Labour Party,≤100,13
1553554041540601,Burton and Uttoxeter Conservatives,Burton and Uttoxeter Conservatives,≤100,6
