Location name,Amount spent (MYR)
Johor,3657
Kedah,2083
Kelantan,1346
Kuala Lumpur,6335
Labuan,165
Malacca,1433
Negeri Sembilan,1688
Pahang,1719
Penang,1256
Perak,2158
Perlis,316
Putrajaya,457
Sabah,1571
Sarawak,1164
Selangor,12252
Terengganu,1762
Unknown,≤100
