Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
165500080198037,"Mulher, Família e Direitos Humanos","Ministério da Mulher, da Família e dos Direitos Humanos",43071,14
141627992572943,Budweiser,Ambev,17028,9
301774903545521,Brasil Paralelo,Brasil Paralelo,15236,113
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,12187,289
286861344662855,Stella Artois,Ambev,8727,40
159103797542,Greenpeace Brasil,Greenpeace Brasil,8610,227
109918909035681,Cerveja Brahma Oficial,Ambev,7709,6
157964194719,Enel Clientes Brasil,Enel Brasil,6736,14
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",5344,13
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,4446,78
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,4155,32
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,4012,27
151461171594566,Oi,DREAMERS ROCK - RJ,3692,1
658891374205847,Prefeitura de Maringá,Prefeitura de Maringá,3644,18
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,3309,202
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",2960,65
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,2926,92
943043912517078,BV,BV,2657,2
359119967506808,Colégio Marista João Paulo II,Colégio Marista João Paulo II,2117,2
255804437808407,Vale,Gustavo Ferreira,2081,2
220898724599599,Ação da Cidadania,Ação da Cidadania,1939,14
165175370206522,Citi Brasil,Citi Brasil,1908,4
197698930267127,Alana,Instituto Alana,1828,131
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,1770,24
330379553673497,Oxfam Brasil,Oxfam Brasil,1643,150
258088921369,TOTVS,TOTVS,1567,8
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,1560,40
101189854802059,Revista Oeste,Revista Oeste,1466,11
142633735819987,Prefeitura do Jaboatão dos Guararapes,Prefeitura do Jaboatão dos Guararapes,1464,2
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,1415,132
151756254136,Enel Brasil,Enel Brasil,1410,1
1690348801253854,Amigão D'orto,eleicao suplementar humberto d orto neto prefeito,1363,19
240507466374717,"ACNUR, a Agência da ONU para Refugiados",Alto Comissariado das Nações Unidas para Refugiados,1254,5
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,1048,3
