Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1428873024044736,المدن - almodon,المدن - almodon‎,186273,16
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,133333,9
1438703606372190,Elham Said Freiha,Elham Freiha,60606,1
1744356319118477,هنا لبنان,هنا لبنان,38591,10
102023711572671,أساس ميديا -  Asas Media,asasmedia,36106,12
110470091436602,Ici Beyrouth,Ici beyrouth,34379,7
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,34136,7
107698404702208,Alkalima,Alkalima Onlime,23000,5
107800617419717,MYKA Foundation,Elie M. ElHelou,12682,1
204309706385271,Maharatnews,Maharat Foundation,7576,4
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,7576,3
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,7576,1
128417954019381,Al-Moltaka,Melhem Boustany,6136,1
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,6061,7
109112633772887,180post,180Post,4545,1
118246218258237,Transparency International Lebanon - No Corruption,Lebanese Transparency Association-No Corruption,4545,2
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,3985,1
104252028606448,صوت بنت جبيل,صوت بنت جبيل,3030,2
129660230432028,Dr. Toufic Hindi,Toufic Hindi,2909,1
113061177535527,افتراضية,افتراضية,1970,1
106821968055687,Leila Dagher,Leila Dagher,1515,1
127187187348820,Kaspersky,These ads ran without a disclaimer,1515,2
111876598323760,صدى الارز اللبنانية,Charbel Nouh,1515,1
449387311916320,د.محمد صفوت هريدي,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
157219929419666,Asean+3 Macroeconomic Research Office,These ads ran without a disclaimer,≤100,1
809115122485148,مركز التقدم العربي للتدريب والإستشارات - Arab Progress Center,These ads ran without a disclaimer,≤100,1
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,≤100,1
100696642943720,Daily Green,These ads ran without a disclaimer,≤100,1
103193692690093,Green Feed,These ads ran without a disclaimer,≤100,3
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
756877521031964,CCTV+,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,2
110919974897108,SH,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
