Location name,Amount spent (EUR)
Aruba,≤100
Curaçao,≤100
Drenthe,597
Flevoland,704
Friesland,817
Gelderland,2450
Groningen,721
Limburg,1201
Noord-Holland,3749
North Brabant,2913
Overijssel,1407
Sint Maarten,≤100
Unknown,≤100
Utrecht,1837
Zeeland,398
Zuid-Holland,5097
