Location name,Amount spent (CHF)
Aargau,1694
Appenzell Ausserrhoden,118
Appenzell Innerrhoden,≤100
Basel-City,934
Basel-Landschaft,532
Bern,2603
Canton of Geneva,2856
Canton of Glarus,109
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,1263
Fribourg,939
Graubünden,555
Jura,173
Luzern,1068
Neuchâtel,492
Schaffhausen,207
Schwyz,314
Solothurn,727
Thurgau,1018
Ticino,615
Unknown,≤100
Uri,≤100
Valais,951
Vaud,2400
Zug,427
Zürich,3913
