Location name,Amount spent (ZAR)
Eastern Cape,975
Free State,688
Gauteng,3171
KwaZulu-Natal,1426
Limpopo,546
Mpumalanga,572
North West,895
Northern Cape,238
Unknown,≤100
Western Cape,10743
