Location name,Amount spent (USD)
Alabama,6645
Alaska,1558
American Samoa,≤100
Arizona,10336
Arkansas,4507
California,67719
Colorado,8727
Connecticut,5857
Delaware,1420
Florida,39837
Georgia,15852
Guam,≤100
Hawaii,2026
Idaho,3990
Illinois,17753
Indiana,10925
Iowa,6471
Kansas,4147
Kentucky,6546
Louisiana,8772
Maine,2290
Maryland,13642
Massachusetts,9510
Michigan,17787
Minnesota,11421
Mississippi,4293
Missouri,8485
Montana,1921
Nebraska,2494
Nevada,4125
New Hampshire,2715
New Jersey,17143
New Mexico,3486
New York,31884
North Carolina,15114
North Dakota,932
Ohio,14681
Oklahoma,6888
Oregon,6828
Pennsylvania,17888
Puerto Rico,≤100
Rhode Island,1215
South Carolina,7494
South Dakota,1062
Tennessee,10079
Texas,52316
Unknown,≤100
Utah,4711
Vermont,938
Virginia,18691
Washington,12835
"Washington, District of Columbia",9643
West Virginia,2875
Wisconsin,7666
Wyoming,858
