Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
216911928319871,Banco Bci,Banco Bci,420329,4
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,356968,23
1618694568424968,Corproa,CORPROA Atacama,255232,16
307330256067716,Red Atacama,Diarios en Red,188541,18
351583768232100,Red Tarapaca,Diarios en Red,187408,17
285417644878678,Red Antofagasta,Diarios en Red,186926,18
371453409556353,Red Coquimbo,Diarios en Red,186516,18
104189318481439,Minería y Futuro,Mineria y Futuro,153496,15
1548643738480723,Asistencia Deudores,Asistencia Deudores,150261,10
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,136540,8
527441447268308,Copec,COPEC S.A.,132676,1
100447419569628,Demócratas Chile,Demócratas,123783,67
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,99902,4
105798328215264,Asistencia Familia,Asistencia Familia,74380,2
572161723127136,Copsa Chile,COPSA Chile,71394,4
715843291871130,Congreso Futuro,Gonzalo Rosas Barrenechea,70735,5
110951722267366,World Vision Chile,World Vision Chile,58575,4
121715207861230,Banco Santander Chile,These ads ran without a disclaimer,58007,1
725046008289665,CRTIC,These ads ran without a disclaimer,41850,1
118863128144366,Kryzpo,These ads ran without a disclaimer,34804,1
104224427947088,Circula el Plástico,Metrix,33912,13
103527991214141,Cero DICOM,Cero Dicom,32045,5
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,29431,2
26929188652,El Observatodo,MiVoz.cl,26618,45
109339288407350,Santuario Quitralco,Santuario Quitralco,25711,1
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,24102,13
273168169362020,Ministerio de Salud Chile,Ministerio de Salud,23181,3
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,22310,15
580663538777736,Consejo Minero,Feedback Comunicaciones,22171,1
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,21418,5
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,16512,13
103030962615298,Chile YAAC,Chile YAAC,14737,3
