Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,2500000
Apure,≤100
Aragua,4607529
Barinas,2000000
Bolívar (state),2537516
Capital District,18524393
Carabobo,7230046
Cojedes,5345034
Delta Amacuro,≤100
Falcón,497505
Guárico,55002
Lara,4500000
Miranda (state),5150033
Monagas,1000000
Mérida,3150020
Nueva Esparta,1000000
Portuguesa,652506
Sucre,1500000
Trujillo,332504
Táchira,3507522
Vargas,1500000
Yaracuy,1250000
Zulia,7655049
