Location name,Amount spent (ARS)
Buenos Aires,40991775
Catamarca,902179
Chaco,885844
Chubut,465935
Ciudad Autónoma de Buenos Aires,11002242
Corrientes,896374
Córdoba,5797501
Entre Rios,4222617
Formosa,588447
Jujuy,1956598
La Pampa,411389
La Rioja,511699
Mendoza,1445286
Misiones,1500598
Neuquén,521451
Río Negro,704945
Salta,1432347
San Juan,761030
San Luis,660808
Santa Cruz,1144010
Santa Fe,3296040
Santiago del Estero,682415
Tierra del Fuego,579292
Tucuman,1228196
Unknown,3669
