Location name,Amount spent (BRL)
Acre (state),701
Alagoas,2895
Amapá,734
Amazonas,4004
Bahia,9961
Ceará,9874
Espírito Santo,2778
Federal District,5631
Goiás,6639
Maranhão,5986
Mato Grosso,6129
Mato Grosso do Sul,2888
Minas Gerais,21303
Paraná,10044
Paraíba,3609
Pará,7827
Pernambuco,11706
Piauí,2515
Rio Grande do Norte,3152
Rio Grande do Sul,11605
Rio de Janeiro (state),16960
Rondônia,1977
Roraima,1037
Santa Catarina,9323
Sergipe,1668
São Paulo (state),56494
Tocantins,5402
Unknown,≤100
