Location name,Amount spent (USD)
Abkhazia,≤100
Adjara,277
Guria,≤100
Imereti,396
Kakheti,105
Kvemo Kartli,166
Mtskheta-Mtianeti,≤100
Racha-Lechkhumi and Kvemo Svaneti,≤100
Samegrelo-Zemo Svaneti,193
Samtskhe-Javakheti,≤100
Shida Kartli,136
Tbilisi,1647
Unknown,≤100
