Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
107754875610654,10 Haber,10 Haber,4563,12
141311632555208,Bağımsız Türkiye Partisi,Bağımsız Türkiye Partisi,2616,12
100701695747178,Usta Kasap,Şenpiliç Gıda Sanayi A.Ş.,1937,6
101495115896210,Abdullah Özdemir,Abdullah Özdemir,1820,1
462963834529864,Levent Uysal,Levent Uysal,1808,1
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,1791,12
110471555281943,Poddy Türkiye,Poddy Türkiye,1051,9
311834412214641,Dyo,These ads ran without a disclaimer,993,1
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,983,2
100774816233513,Infortech,These ads ran without a disclaimer,892,2
106552535060579,igsistemas,These ads ran without a disclaimer,777,3
172312959454958,Mustafa Sarıgül,Mustafa Sarıgül,706,1
103513639690901,ATILIM ÜNİVERSİTESİ,These ads ran without a disclaimer,686,1
1439683329600228,Ümit Uysal,Ümit Uysal,604,1
280841025432969,Ali Kılıç,Ali Kılıç,597,1
812205235537216,Şile Belediyesi,Şile Belediyesi,467,2
334173760052896,Malatya Büyükşehir Belediyesi,Malatya Büyükşehir Belediyesi,418,1
109023428940266,rte_universitesi,These ads ran without a disclaimer,410,2
855810358143919,Tahir Büyükakın,Tahir Büyükakın,343,1
106589749372096,Mersin Ticaret ve Sanayi Odası,Mersin Ticaret ve Sanayi Odası,332,1
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,327,17
220319391464566,Vahap Akay,Vahap Akay,307,4
370465530355174,Mustafa Demir,Mustafa Demir,305,2
183134165593297,"SES Eşitlik, Adalet, Kadın Platformu","SES Eşitlik, Adalet, Kadın Platformu",300,3
821150371248664,Özgürlük Araştırmaları,Özgürlük Araştırmaları,299,2
120526908105389,AK Gençlik Çorlu,AK Gençlik Çorlu,261,1
226410901315304,Areda Survey,Areda Survey,257,5
64625878491,Eyüpsultan Belediyesi,Eyüpsultan Belediyesi,249,1
100675732413915,Anket Adam,Anket Adam,247,8
1803683629674363,Seçim Analiz,Seçim Analiz,245,6
365659397193868,DMAX Turkiye,These ads ran without a disclaimer,197,1
1484498445180597,Zeki Doğan,Zeki Doğan,197,2
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,196,11
109085905098019,Sma Muhammed Talha Zenğin,These ads ran without a disclaimer,191,1
109007298600122,Gurbet Hikayeleri,Gurbet Hikayeleri,187,1
102582162864612,fatihaydinentertainment,These ads ran without a disclaimer,159,1
369391953226531,Eyüp Eroğlu,Eyüp Eroğlu,158,1
191453580768,Yeni Şafak,Yeni Şafak,154,2
1776545895921237,Nedersiniz,Nedersiniz,154,5
158077404753235,Çanakkale Zafer Gazetesi,Çanakkale Zafer Gazetesi,149,3
294123924402089,Meşhur Devrekani Cırık Tatlıcısı Zafer Usta,These ads ran without a disclaimer,131,1
108436807671363,Maraton BESYO ÖABT,These ads ran without a disclaimer,131,1
127896160644676,KORAY AYDIN,KORAY AYDIN,126,2
100942688529011,osmaniyeyerfistigi80,osmaniyeyerfistigi80,125,1
162426093833308,Fransızca Öğreniyorum,These ads ran without a disclaimer,124,1
101321076075048,Nouvelle Aube - Yeni Şafak Français,Nouvelle Aube - Yeni Şafak Français,107,1
389043784842196,Yenisafak.com/ru,Yenisafak.com/ru,106,1
108390012832175,Fatih Akkentli,Fatih Akkentli,103,5
107276120819529,Halk Haber TV,SİRİUS REKLAM ORGANİZASYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ,≤100,1
163370640412446,Bursa,Sosyal TV,≤100,1
111175874923200,Melek Seyhun Sağlikli Yaşam Merkezi,These ads ran without a disclaimer,≤100,1
102477212191748,Rahmi Galip Vidinlioğlu,Rahmi Galip Vidinlioğlu,≤100,1
101159883042946,greatprague,These ads ran without a disclaimer,≤100,1
612545518803584,Güven Övün,These ads ran without a disclaimer,≤100,1
463215923715177,Mehmet Yiğiner,Mehmet Yiğiner,≤100,4
459314071262613,Zeynettin Aydın,Zeynettin Aydın,≤100,2
103315052537581,Rapor Bülteni,Rapor Bülteni,≤100,3
2326044340975736,ŞİFRE HABER,ŞİFRE HABER MEDYA YAYINCILIK SAN. TİC. LTD. ŞTİ,≤100,2
106075391829184,Gökhan Canlı Coğlaki Mahallesi Muhtar Adayı,Gökhan Canlı Coğlaki Mahallesi Muhtar Adayı,≤100,2
264344238752737,Op. Dr. İpek Demir,These ads ran without a disclaimer,≤100,1
210993622366044,TVNET,TVNET,≤100,1
346006742126033,Bornova Belediyesi,Bornova Belediyesi,≤100,1
103400816031847,Halk Ajans,Sirius Reklam Organizasyon Sanayi ve Ticaret Ltd. Şti,≤100,1
1952748275030916,Kürşad Mithat ÖZKAN,Kürşad Mithat ÖZKAN,≤100,1
103984509238399,Halk Haber,Halk Haber,≤100,1
2244264135618666,Bünyamin Çiftçi,Bünyamin Çiftçi,≤100,1
104691722197784,صحيفة الاستقلال - العربية,صحيفة الاستقلال,≤100,1
1604958276192112,Alper Taban,Alper Taban,≤100,1
105795361872461,MCA Cadde,These ads ran without a disclaimer,≤100,1
