Location name,Amount spent (BRL)
Acre (state),450
Alagoas,942
Amapá,258
Amazonas,2393
Bahia,4994
Ceará,5323
Espírito Santo,1394
Federal District,1931
Goiás,2721
Maranhão,3601
Mato Grosso,1404
Mato Grosso do Sul,2087
Minas Gerais,9151
Paraná,5356
Paraíba,1307
Pará,3445
Pernambuco,4423
Piauí,925
Rio Grande do Norte,1803
Rio Grande do Sul,9162
Rio de Janeiro (state),10318
Rondônia,808
Roraima,241
Santa Catarina,4247
Sergipe,1299
São Paulo (state),30740
Tocantins,701
Unknown,≤100
