Location name,Amount spent (AUD)
Australian Capital Territory,1681
Jervis Bay Territory,≤100
New South Wales,22516
Norfolk Island,≤100
Northern Territory,714
Queensland,15856
South Australia,6555
Tasmania,2518
Unknown,≤100
Victoria,21639
Western Australia,8731
