Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
11449543593,Carlos Ocariz,an advertiser in Venezuela,36945383,217
564188034075673,Roberto Enriquez,an advertiser in Venezuela,19385201,2
110530401611698,real.termometronacional,an advertiser in Venezuela,6250000,3
105971132265220,Luis Fernando Guerra O,an advertiser in Venezuela,3877540,1
1786224525008587,Jose Vicente Alcalde,an advertiser in Venezuela,2750000,1
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,1000000,1
106718764251730,José Jhonatan Mujica Acosta,an advertiser in Venezuela,250000,2
102780607834562,R.A 90.9 FM,These ads ran without a disclaimer,250000,1
110584791401665,GeneZation Show,These ads ran without a disclaimer,57501,2
112109935063365,El Compa Cacho,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
101158816191470,T1215-6,These ads ran without a disclaimer,≤100,1
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
105257432441286,T1215-7,These ads ran without a disclaimer,≤100,1
108814005377784,1111_tc,These ads ran without a disclaimer,≤100,1
104980492469454,T1215-4,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
106518195610937,1111_ta,These ads ran without a disclaimer,≤100,1
103806092588576,T1215-3,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
525464397477321,Cambia TU VIDA YA,These ads ran without a disclaimer,≤100,1
