Location name,Amount spent (NZD)
Auckland Region,4538
Bay of Plenty Region,835
Canterbury,1485
Cook Islands,≤100
Gisborne District,118
Hawke's Bay,408
Manawatu-Wanganui,633
Marlborough Region,101
Nelson Province,178
Niue,≤100
Northland Region,454
Otago,497
Southland,203
Taranaki,262
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,1083
Wellington Region,1209
West Coast,≤100
