Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,2687,7
19740928752,World Animal Protection,These ads ran without a disclaimer,298,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,174,1
750948268577774,The County,Peris Wambui Mugi,155,1
410623255777862,Siasa  KE,These ads ran without a disclaimer,≤100,1
999188666785524,阿里巴巴集團,These ads ran without a disclaimer,≤100,2
110250330354380,Discover Beijing,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
102277955915903,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
136235250405370,The Fashion Ball,These ads ran without a disclaimer,≤100,1
500259383489171,Guidable,These ads ran without a disclaimer,≤100,1
137704262972584,MobiHealthNews,These ads ran without a disclaimer,≤100,1
107996315091233,月旦港事,These ads ran without a disclaimer,≤100,1
106386888743470,Ordinarilyla.com,These ads ran without a disclaimer,≤100,1
178194518893277,اقرأ لي,These ads ran without a disclaimer,≤100,1
