Location name,Amount spent (TWD)
Changhua,9647
Chiayi,2345
Hsinchu,4259
Hsinchu City,16827
Hualien,4090
Kaohsiung,33038
Keelung City,4027
Kinmen,604
Lienchiang,≤100
Miaoli,4833
Nantou,3877
New Taipei City,53720
Penghu,861
Pingtung,6484
Taichung,37890
Tainan,22024
Taipei,42332
Taitung,2165
Taoyuan City,30654
Unknown,4564
Yilan,3876
Yunlin,6311
