Location name,Amount spent (TRY)
Adana Province,1687
Adıyaman Province,106
Afyonkarahisar Province,437
Aksaray Province,225
Amasya Province,≤100
Ankara Province,2336
Antalya Province,1565
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,552
Ağrı Province,≤100
Balıkesir Province,307
Bartın Province,≤100
Batman Province,169
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,1522
Denizli Province,398
Diyarbakır Province,278
Düzce Province,115
Edirne Province,≤100
Elazığ Province,142
Erzincan Province,≤100
Erzurum Province,129
Eskişehir Province,448
Gaziantep Province,581
Giresun Province,136
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,654
Isparta Province,199
Istanbul Province,12208
Iğdır Province,≤100
Kahramanmaraş Province,277
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,437
Kilis Province,≤100
Kocaeli Province,479
Konya Province,641
Kütahya Province,130
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,141
Malatya Province,367
Manisa Province,488
Mardin Province,138
Mersin Province,1185
Muğla Province,632
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,152
Osmaniye Province,320
Rize Province,172
Sakarya Province,119
Samsun Province,525
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,150
Tekirdağ Province,322
Tokat Province,119
Trabzon Province,203
Tunceli Province,≤100
Unknown,≤100
Uşak Province,119
Van Province,150
Yalova Province,104
Yozgat Province,≤100
Zonguldak Province,128
Çanakkale Province,189
Çankırı Province,≤100
Çorum Province,125
İzmir Province,2855
Şanlıurfa Province,259
Şırnak Province,≤100
