Location name,Amount spent (TWD)
Changhua,4123
Chiayi,667
Hsinchu,2043
Hsinchu City,4161
Hualien,1381
Kaohsiung,12319
Keelung City,2066
Kinmen,250
Lienchiang,≤100
Miaoli,1738
Nantou,1634
New Taipei City,21964
Penghu,243
Pingtung,2745
Taichung,16324
Tainan,7873
Taipei,19873
Taitung,772
Taoyuan City,13723
Unknown,1487
Yilan,1341
Yunlin,2226
