Location name,Amount spent (MYR)
Johor,838
Kedah,479
Kelantan,282
Kuala Lumpur,1584
Labuan,≤100
Malacca,296
Negeri Sembilan,403
Pahang,412
Penang,327
Perak,516
Perlis,≤100
Putrajaya,≤100
Sabah,485
Sarawak,383
Selangor,2819
Terengganu,347
Unknown,≤100
