Location name,Amount spent (ARS)
Buenos Aires,1048125
Catamarca,57162
Chaco,37832
Chubut,33296
Ciudad Autónoma de Buenos Aires,181780
Corrientes,31122
Córdoba,1247230
Entre Rios,51508
Formosa,19410
Jujuy,73323
La Pampa,43162
La Rioja,13037
Mendoza,43808
Misiones,21982
Neuquén,51336
Río Negro,26144
Salta,92463
San Juan,33934
San Luis,35336
Santa Cruz,5291
Santa Fe,248569
Santiago del Estero,14254
Tierra del Fuego,27611
Tucuman,55540
Unknown,≤100
