Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,1753600
Apure,500000
Aragua,2778628
Barinas,1162400
Bolívar (state),1987300
Capital District,7759600
Carabobo,3757200
Cojedes,1200
Delta Amacuro,≤100
Falcón,1251200
Guárico,2400
Lara,2753600
Miranda (state),4716100
Monagas,2400
Mérida,254800
Nueva Esparta,751200
Portuguesa,1252400
Sucre,251200
Trujillo,1001200
Táchira,2772310
Unknown,≤100
Vargas,747500
Yaracuy,501200
Zulia,258400
