Location name,Amount spent (CLP)
Antofagasta Region,206559
Araucanía Region,429227
Arica y Parinacota Region,138369
Atacama Region,93101
Aysén Region,44915
Bío Bío Region,803143
Coquimbo Region,908171
Los Lagos Region,277294
Los Ríos Region,188303
Magallanes y la Antártica Chilena Region,127812
Maule Region,432691
O'Higgins Region,625534
Santiago Metropolitan Region,2530360
Tarapacá Region,148850
Unknown,386
Valparaíso Region,1121844
