Location name,Amount spent (MYR)
Johor,272
Kedah,2365
Kelantan,121
Kuala Lumpur,367
Labuan,≤100
Malacca,153
Negeri Sembilan,213
Pahang,3257
Penang,512
Perak,194
Perlis,≤100
Putrajaya,≤100
Sabah,211
Sarawak,162
Selangor,662
Terengganu,129
Unknown,≤100
