Location name,Amount spent (USD)
Alabama,16384
Alaska,3067
American Samoa,≤100
Arizona,31779
Arkansas,10484
California,129362
Colorado,25846
Connecticut,10720
Delaware,3641
Florida,85382
Georgia,35784
Guam,≤100
Hawaii,4153
Idaho,6305
Illinois,42476
Indiana,22945
Iowa,14988
Kansas,12382
Kentucky,17192
Louisiana,21069
Maine,5138
Maryland,25031
Massachusetts,22374
Michigan,39850
Minnesota,26228
Mississippi,13473
Missouri,21018
Montana,4732
Nebraska,6359
Nevada,14147
New Hampshire,5926
New Jersey,38167
New Mexico,7342
New York,70633
North Carolina,38995
North Dakota,1943
Northern Mariana Islands,≤100
Ohio,76375
Oklahoma,15204
Oregon,14468
Pennsylvania,54802
Puerto Rico,≤100
Rhode Island,3895
South Carolina,20281
South Dakota,2105
Tennessee,31332
Texas,111895
Unknown,≤100
Utah,10740
Vermont,1856
Virgin Islands (U.S.),≤100
Virginia,35282
Washington,26313
"Washington, District of Columbia",18414
West Virginia,7958
Wisconsin,22135
Wyoming,1835
