Location name,Amount spent (BRL)
Acre (state),1572
Alagoas,2851
Amapá,1047
Amazonas,8183
Bahia,16216
Ceará,12699
Espírito Santo,4627
Federal District,4300
Goiás,7367
Maranhão,6436
Mato Grosso,5406
Mato Grosso do Sul,4045
Minas Gerais,26382
Paraná,13846
Paraíba,4922
Pará,6264
Pernambuco,9669
Piauí,3715
Rio Grande do Norte,5033
Rio Grande do Sul,13466
Rio de Janeiro (state),26323
Rondônia,2153
Roraima,1734
Santa Catarina,10082
Sergipe,2252
São Paulo (state),63041
Tocantins,1333
Unknown,≤100
