Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
939050246112788,Facebook Public Affairs,Meta,14554,24
104386908631938,Pathways Alliance,Pathways Alliance,3200,6
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,2797,19
95938536190,Shoppers Drug Mart,Shoppers Drug Mart,2640,8
121222984568561,Amnesty International Canada,Amnesty International Canada,954,82
106917558391358,Alliance nouvelles voies,Pathways Alliance,851,2
154462904588700,Enbridge Gas,Enbridge Gas,759,70
113297740077607,Canadian Energy Centre,Canadian Energy Centre,755,147
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,687,7
139449499417715,Pharmaprix,Pharmaprix,664,8
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,629,82
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,564,37
127882984614,Manitoba NDP,Manitoba NDP,558,20
117475525574,Saskatchewan New Democratic Party,the Chief Official Agent of the Saskatchewan NDP,554,20
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,542,12
281999881613,World Vision Canada,World Vision Canada,526,9
103947395932025,mstrishaaa,mstrishaaa,512,4
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,504,42
35715544220,Stand.earth,Stand.earth,437,17
107385241806,Plan International Canada,Plan International Canada,401,30
114943114838621,Fuel Forward,Canadian Fuels Association,399,38
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,392,35
202220023130891,Bell Canada,Bell Canada,360,3
111755861837453,"Eugene Manning for PC Leader, Newfoundland and Labrador",Eugene Manning Campaign,346,53
31912359596,University of Saskatchewan,University of Saskatchewan,345,13
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,345,1
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,341,59
405377872902754,Canada Action,Canada Action,333,19
111445461983038,Twila Grosse - PC Candidate for Preston,Twila Grosse PC Campaign for Preston,328,3
1533253713597302,Elisabeth Léger,Elisabeth Léger,320,4
278388139026064,Patrick Brown,Patrick Brown,306,7
299206850273007,Saskatchewan Federation of Labour,Saskatchewan Federation of Labour,302,9
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,295,8
1097840090260804,National Police Federation,National Police Federation,279,46
152467601467262,BMO Groupe financier,BMO Groupe financier,254,6
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,251,1
113141681850732,Keep Craft Beer Local,Ontario Craft Brewers,248,21
222322717930469,Government of New Brunswick,Government of New Brunswick,244,2
102862259754198,MS.ThingsIsee,MS.ThingsIsee,241,4
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,241,4
123235041462,The Fraser Institute,Fraser Institute,233,19
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,229,3
8906591563,Royal Canadian Mint / Monnaie royale canadienne,These ads ran without a disclaimer,226,2
10633250963,Save the Children Canada,Save the Children Canada,222,19
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,222,60
339682308115,Metis Nation of Alberta,Metis Nation of Alberta,221,16
200217723858499,Tony Wakeham,"Tony Wakeham, MHA for Stephenville - Port au Port",219,8
176256900912,Saskatchewan Party,The Saskatchewan Party,216,36
169042736456594,All Out,ConnectAd,207,37
168617319831578,Nature Canada,Nature Canada,203,2
985797494956599,The News Forum,The News Forum,200,26
107741980784988,Canadian Health Food Association,Canadian Health Food Association,194,19
52543970197,Environmental Defence Canada,Environmental Defence,168,11
102828041144081,Here For Students,Here For Students,165,4
7522587804,Green Party of Ontario,Green Party of Ontario,163,6
159713615718,WWF-Canada,WWF-Canada,163,25
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,162,4
105754167560390,Ekō Canada,Ekō,162,3
142580569097102,Ontario Liberal Party / Parti Libéral de l'Ontario,Ontario Liberal Party / Parti Libéral de l'Ontario,160,23
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,158,57
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,154,9
106360778489053,Fuelling Canada,Canadian Gas Association,153,76
100999094747422,Land Needs Guardians,Land Needs Guardians,150,4
101898551911387,The Hub Canada,Hub Canada Media,149,77
114849617772737,Care2 Canada,Press Pause Collective,148,4
203485052997041,Hospital Employees' Union,Hospital Employees' Union,142,12
214866875236330,PROMIS,Promis Immigration,140,11
47882954106,Ontario PC Party,Ontario PC Party,136,18
54125409458,Oxfam-Québec,Oxfam-Québec,133,6
14742445214,BC Green Party,BC Green Party,129,32
54578722992,Wilderness Committee,Wilderness Committee,128,1
106764462731658,Honest Reporting Canada,Honest Reporting Canada,128,10
228128483994287,RBC Race for the Kids Toronto,RBC Race for the Kids Toronto,123,37
248281845216826,Bell Canada (Français),Bell Canada,121,2
108587420188,United Way Greater Toronto,United Way Greater Toronto,119,42
152759126824,Enbridge,Enbridge,116,2
261752512263,Canadian Red Cross,Canadian Red Cross,104,2
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,104,28
903577146395715,Toronto Centre,Toronto Centre,≤100,4
247550302115830,Elections Saskatchewan,Elections Saskatchewan,≤100,2
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,≤100,3
256967407720183,LEO,Léger,≤100,22
408450975937477,"Parm Gill, MPP",MPP Parm Gill,≤100,1
195608229977,BC NDP,BC NDP,≤100,3
113451888040685,KW Energy Home Services,KW Energy Home Services,≤100,1
186266941387011,BMO Financial Group,BMO Financial Group,≤100,1
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100,1
925033857594085,SureHealth Canada by GreenShield,SureHealth,≤100,25
258816197490589,Chaire DSPG de l'UQAM,Chaire DSPG de l'UQAM,≤100,1
10661496353,Canadian Opera Company,These ads ran without a disclaimer,≤100,1
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100,2
132996628184,City of Vancouver - Local Government,City of Vancouver - Local Government,≤100,1
219930134687790,Cenovus,Cenovus,≤100,2
453724058039992,viaSport British Columbia,viaSport British Columbia,≤100,20
106613295090087,Elections Manitoba,Elections Manitoba,≤100,4
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,≤100,40
597902120327040,"Martin Shields, MP","House of Commons, Office of Martin Shields MP",≤100,8
658318450979357,Globe Content Studio,Globe Content Studio,≤100,1
2104031776483143,The Manitoba Child Care Association,The Manitoba Child Care Association,≤100,2
9226212436,SaskPower,SaskPower,≤100,2
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100,1
1671097993122619,Children Believe,Children Believe,≤100,10
28672880370,Bonnie Crombie,Bonnie Crombie,≤100,32
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100,4
191368391620181,BC Cannabis Stores,BC Cannabis Stores,≤100,5
314738962745241,"Lloyd Parrott, MHA Terra Nova District","Lloyd Parrott, MHA Terra Nova District",≤100,18
263547640436466,PC Party of Manitoba,PC Party of Manitoba,≤100,1
599601796904723,Humane Society International/Canada,Humane Society International/Canada,≤100,2
104640695560385,Saskatchewan United Party,Saskatchewan United Party,≤100,35
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,≤100,5
