Location name,Amount spent (ZAR)
Eastern Cape,787
Free State,356
Gauteng,3183
KwaZulu-Natal,815
Limpopo,596
Mpumalanga,728
North West,445
Northern Cape,111
Unknown,≤100
Western Cape,4324
