Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
118527638180849,Ministerio de la Mujer y la Equidad de Género,Eduardo Nicolas Pizarro Fuentes,279918,3
118527638180849,Ministerio de la Mujer y la Equidad de Género,Negocios de Familia,279436,3
1548643738480723,Asistencia Deudores,Asistencia Deudores,145301,10
856012741442139,Ipas LAC,Neuma,133720,6
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,119584,14
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,113337,6
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,93714,4
68793499001,UNICEF,UNICEF with Facebook Ad Credits,80318,8
105798328215264,Asistencia Familia,Asistencia Familia,72424,2
113194374358815,Compromiso Minero Chile,Compromiso Minero,70099,6
527441447268308,Copec,COPEC S.A.,64254,3
103431027936004,Cámara Minera de Chile,Cámara Minera,60042,7
101077969210224,Corporación Clúster Minero Región de Antofagasta,Corporación Cluster Minero Región Antofagasta,59792,7
273168169362020,Ministerio de Salud Chile,Ministerio de Salud,49871,3
100447419569628,Demócratas Chile,Demócratas,45519,64
104189318481439,Minería y Futuro,Mineria y Futuro,43871,7
148912831865161,Asociación de Industriales de Antofagasta - AIA,These ads ran without a disclaimer,43729,7
103030962615298,Chile YAAC,Chile YAAC,42168,5
317374934946185,AIEP,Instituto Profesional AIEP,36589,1
1618694568424968,Corproa,CORPROA Atacama,35179,7
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,34760,7
103527991214141,Cero DICOM,Cero Dicom,31109,5
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
377313449498828,Uber Finis,These ads ran without a disclaimer,28763,1
109339288407350,Santuario Quitralco,Santuario Quitralco,26217,1
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,23517,9
209448929103954,Ministerio de Educación,Ministerio de Educación de Chile,21661,3
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,20832,1
110951722267366,World Vision Chile,These ads ran without a disclaimer,20708,1
104224427947088,Circula el Plástico,Metrix,18741,8
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,18113,10
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,17560,8
121717528487698,Confidence Chile,Confidence Chile SPA,14004,23
391338058160314,Desafío Chile Sin Basura,Benjamín Jose Cruz Pacheco,13767,2
214215822426016,Punto Prensa,Punto Prensa SPA,12026,1
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,11601,6
109626371709961,Salmones Austral,Salmones Austral,11392,8
1101427233255754,Christopher White,Christopher White Bahamondes,11036,13
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10510,1
212909929475087,Agreducam,These ads ran without a disclaimer,9647,1
643513979193133,Unidos por Beatriz,Neuma,9393,6
104684192398328,Francisco Corral Macías,Gerard Henri Joffre Pavez,9021,4
100826904957145,Centro Científico Tecnológico Región de Antofagasta,CICITEM,6662,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,6586,2
295886120554128,Polpaico,Cemento Polpaico SA,6476,2
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,6134,1
103209628279216,Luis Cuello diputado,Luis Alberto Cuello Peña Y Lillo,6059,1
176220189240352,Postgrados UST,These ads ran without a disclaimer,5952,1
300345197052910,Pablo Gutierrez Core,Germán Antonio Sepúlveda Mellado,5722,5
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,5355,1
78239901502,Diario Financiero,Grupo DF,5230,13
922533087852291,Luis Malla Diputado,Luis Fabián Malla Valenzuela,5213,1
120372434674223,ACHS Asociación Chilena de Seguridad,Asociación Chilena de Seguridad ACHS,5152,1
103087261729997,Camila Avilés Barraza,Camila Avilés Barraza,4634,7
112414063439760,Saludable SPA,Brecha Digital Consultores,4497,12
102666401091730,Fedir Chile SpA,Brecha Digital Consultores Ltda.,4406,9
102891144402257,Merkén SpA,Brecha Digital Consultores,4386,9
