Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,17063,21
178362315106,European Parliament,European Parliament,3474,7
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,2673,26
275621429636078,Fără Penali în Funcții Publice,Fără Penali în Funcții Publice,2303,15
291177524360702,Partidul Social Democrat,Partidul Social Democrat,1444,22
163943696987223,Ziarul Puterea,Ziarul Puterea,1362,36
321890494859228,Vlad Gheorghe,Vlad Gheorghe,1215,21
1656475137918717,USR Sector 6,Uniunea Salvati Romania Filiala Sector 6,666,3
108801900624850,Cojocaru Petru Bogdan,Partidul Social Democrat,647,12
2546711162025064,Politice.net,politice.net,625,4
697451833786949,Mihai Polițeanu,Mihai Polițeanu,517,11
114319753592403,AFACERI.news,Trend Communication,487,11
207741001672,Speranta pentru Romania,Speranta pentru Romania,452,6
108295090637741,ASAP România,Fundatia The Institute,431,7
180808795707557,Soldan George,Partidul Social Democrat,400,5
1157480384268430,Partidul Umanist Social Liberal PUSL Sediul Central,Partidul Umanist Social Liberal,392,5
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,389,3
686190454826244,Declic,Declic,365,85
108131401342424,Adrian Vigheciu,Partidul Social Democrat,353,4
102601499822802,RMDSZ,RMDSZ,353,13
165467823513147,Alin Tișe,Alin Tișe,344,3
1602563209957356,PNL Bacău,PNL Bacău,342,1
114485501263050,George Lazăr,PNL Neamț,336,2
113903080356129,Alin Mituța,Alin Mituța,322,2
1504323906337545,Litere.net,litere.net,317,3
731035500293728,Siegfried Muresan,Siegfried Muresan,285,2
1587678041519354,PNL Neamt,PNL Neamț,238,2
101167822409042,Alexandru Gyorgy,Alexandru Gyorgy,236,3
1559885467641191,Râul Alb,Râul Alb,225,13
102743169253473,Reciclăm în România,Reciclăm în România,223,22
108131401342424,Adrian Vigheciu,Adrian Vigheciu,218,2
113795383753850,Viorel Băltărețu,Cabinet Parlamentar Viorel Băltărețu USRPLUS Cluj,218,6
1133289623473565,Lucian Patrascu,Partidul Social Democrat,207,4
163198567038597,Fundatia Leaders,Fundatia Leaders,202,11
1750327845246533,USR Maramureș,USR Maramureș,193,2
100187575506085,Bogdan Balaniscu,Partidul Social Democrat,189,10
102626229459814,Spunem NU pasajului subteran,Partidul Câmpina Curată,177,12
612912695435095,Factual,Factual,169,7
971907786352729,USR Cluj,USR Cluj,162,5
1164341813627057,Maria Gabriela Horga,PNL Giurgiu,161,10
110714784883015,Bogdan Dumea,Partidul Social Democrat,157,6
103446918540751,Silviu Iordache,Partidul Uniunea Salvați România - Buzău,154,1
109097618335138,Eduard Mititelu,Eduard Mititelu,153,3
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,153,10
205001282852200,Milvus Group,Asociatia GRUPUL MILVUS,136,29
494469087244449,Eugen Tomac,Eugen Tomac,135,1
490181697757865,Antal Lóránt,Birou Senatorial Antal Lóránt Szenátori Iroda,135,9
789998757706140,PNL Brăila,Partidul National Liberal Braila,134,4
181221645364365,Carmen Avram,Carmen Avram,133,5
149371012371397,Newsweek Romania,Newsweek Romania,133,2
112664490103704,Salvăm România,Salvăm România,131,1
148960861863819,Mircia Gutău,Mircia Gutău,127,2
132389806830877,Peace Action Training and Research Institute of Romania (PATRIR),Peace Action Training and Research Institute of Romania (PATRIR),117,2
2443020582586584,Romania Eficienta,Romania Eficienta,116,15
100211372942318,România=GEȚIA,România=GEȚIA,113,2
104963290889633,Robert Iosub,Media PR Grup,112,1
279454772645662,Nicu Ștefănuță,Nicu Ștefănuță,109,1
100174096112403,Presa Nemțeană,Presa Nemțeană,107,1
107029625474765,Nicușor Halici,PSD Vrancea,105,1
872508899534866,Gelu Panfil,Gelu Panfil,101,1
112130176975380,Radu Ghidău,Radu Ghidău,≤100,2
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,≤100,4
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,3
102106432515274,Partidul Patriotilor,Partidul Patriotilor,≤100,1
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,≤100,2
177992992396061,SenioriNET,SenioriNET,≤100,4
110980981783633,Modernizăm România,Partidul National Liberal,≤100,1
103445844473825,Alianța pentru Unirea Românilor - AUR,Partidul Politic ALIANȚA PENTRU UNIREA ROMÂNILOR,≤100,1
747983061916032,Átlátszó Erdély,Átlátszó Erdély,≤100,6
1027173667393990,Lucian Daniel Stanciu Viziteu,Lucian Daniel Stanciu Viziteu,≤100,5
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,≤100,9
219945448554768,Ministerul Investitiilor si Proiectelor Europene,Ministerul Investitiilor si Proiectelor Europene,≤100,1
1658924257659048,USR Sector 3,Partidul Uniunea Salvați România - Filiala Sector 3,≤100,1
804299403024040,Iulian Bulai,USR Neamt,≤100,1
708767705922205,Eurotrans Alapítvány,Eurotrans Alapítvány,≤100,12
1600886623504873,PressOne,Press One Media SRL,≤100,2
348610102203573,Radu Miruţă,Radu Miruţă,≤100,2
123526378261795,Stiri Locale,Stiri Locale,≤100,3
