Location name,Amount spent (BRL)
Acre (state),577
Alagoas,1976
Amapá,811
Amazonas,4065
Bahia,10176
Ceará,13736
Espírito Santo,3433
Federal District,11786
Goiás,6711
Maranhão,6207
Mato Grosso,3292
Mato Grosso do Sul,4769
Minas Gerais,21436
Paraná,15145
Paraíba,3617
Pará,4863
Pernambuco,8514
Piauí,2301
Rio Grande do Norte,2588
Rio Grande do Sul,16008
Rio de Janeiro (state),17542
Rondônia,1936
Roraima,2444
Santa Catarina,6535
Sergipe,1968
São Paulo (state),76554
Tocantins,866
Unknown,≤100
