Location name,Amount spent (CAD)
Alberta,6719
British Columbia,10312
Manitoba,1588
New Brunswick,959
Newfoundland and Labrador,967
Northwest Territories,262
Nova Scotia,1816
Nunavut,≤100
Ontario,39287
Prince Edward Island,185
Quebec,12620
Saskatchewan,1343
Unknown,≤100
Yukon,210
