Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
102639461303190,Fair Pay For All,Fair Pay For All,3955,130
9250349228,Greenpeace UK,Greenpeace UK,3039,14
7715002593,UNICEF UK,Unicef UK,2900,25
7214031395,Oxfam Great Britain,Oxfam Great Britain,2416,138
158077247591710,Refuge,Refuge,2029,158
311627208673,WWF UK,WWF UK,1705,38
35671512696,World Animal Protection UK,World Animal Protection UK,1633,99
569834799727730,National Grid UK,National Grid UK,1467,50
10677003998,Shelter,Shelter,1403,315
186622728032,RSPB,RSPB,1381,102
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1180,23
407834355957354,NatWest Business,NatWest Group plc,1154,12
799576543492660,The Week Junior,The Week Junior,1087,62
7043497714,Christian Aid,Christian Aid,1080,30
101958682650112,ESG UK,Energy Saving Grants,1047,110
175338329150218,Help For Heroes,Help for Heroes,1037,202
117476785190,Save the Children UK,Save the Children UK,894,53
7527864602,WaterAid UK,WaterAid UK,878,65
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,865,26
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,864,22
45986010500,Barnardo's,Barnardo's,804,24
121936349543,World Vision UK,World Vision UK,792,53
103662352102391,Family Debt Help,Family Debt Help,760,9
693990677314288,Royal London,Royal London,601,6
108951391565231,Help to Heat,Help to Heat,575,18
104768005247443,Say No To WHO,Say no to WHO,574,14
177855115588808,The Week UK,The Week UK,555,31
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,494,12
97708339756,Action for Children,Action for Children,486,9
13047522725,Crimestoppers,Crimestoppers,485,64
212038972186253,Transport for London,Transport for London,472,4
246872175166,Action Against Hunger UK,Action Against Hunger UK,466,125
1721275931466984,The Reclaim Party,The Reclaim Party,431,7
139695000173,Good Energy UK,Good Energy,417,101
220543443746,International Rescue Committee - UK,International Rescue Committee UK,396,17
841894835830532,Electoral Commission UK,Electoral Commission UK,378,3
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,370,29
195754307110390,Right To Life UK,Right To Life UK,362,24
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,355,13
353224381469808,ifaw,IFAW,351,39
111692181958132,Keir Mather for Selby and Ainsty,The Labour Party,339,26
59367068326,The Ramblers,The Ramblers,330,9
131712588824,Tony Blair Institute for Global Change,Tony Blair Institute for Global Change,317,2
102093205997581,Danny Beales for Uxbridge & South Ruislip,London Labour Party,316,16
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,315,39
274651352565844,Oltco Ltd,Oltco Ltd,305,135
969316546484584,Faye Purbrick,The Conservative Party,304,10
112712550420527,Ekō UK,SumOfUs,299,1
106646172464032,Moz for Mayor,Moz for Mayor,298,9
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,295,13
47612991154,Dignity in Dying,Dignity in Dying,294,44
49951491767,MC Shan,These ads ran without a disclaimer,285,3
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,281,11
474613052643462,London Labour Party,The Labour Party,281,17
19895907944,CAFOD,CAFOD,278,26
2558329857727118,Families In Debt,Families in debt,266,3
111451695317787,Steve Tuckwell - The Local Choice,The Conservative Party,265,14
18933990398,Stonewall,Stonewall UK,262,48
208573062515662,Freedom from Torture,Freedom from Torture,243,17
135602823147553,Heathrow Airport,Heathrow Airport Limited,232,3
802671466445707,Product Earth,Product Earth,230,18
2047806148766050,Animal Equality UK,Animal Equality UK,221,4
358706239805,Scope,Scope,218,9
1046117708754519,Care4Calais,Care4Calais,218,41
127031794038958,Blue Marine Foundation,Blue Marine Foundation,212,93
1660600037490738,Guardian Labs,Guardian Labs,208,15
116851005026898,London Gatwick,Gatwick Airport Ltd,207,14
135456716565905,Guardian Jobs,Guardian Jobs,206,20
25749647410,The Labour Party,The Labour Party,203,465
104487412566017,Green_Energy_Assist,Green_Energy_Assist,199,2
321116781287149,e.on,These ads ran without a disclaimer,197,3
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,196,17
290498754454402,European Movement UK,European Movement UK,189,5
104255571968810,Save My Vape,Save My Vape,186,46
