Location name,Amount spent (CZK)
Central Bohemian Region,5179
Hradec Králové Region,2654
Karlovy Vary Region,1216
Liberec Region,2778
Moravian-Silesian Region,4783
Olomouc Region,3403
Pardubice Region,2433
Plzeň Region,2719
Prague,13520
South Bohemian Region,2653
South Moravian Region,5657
Unknown,≤100
Vysočina Region,1911
Zlín Region,2358
Ústí nad Labem Region,3722
