Location name,Amount spent (USD)
Alaotra-Mangoro,≤100
Amoron'i Mania,≤100
Analamanga,≤100
Analanjirofo,≤100
Androy,≤100
Anosy Region,≤100
Atsimo-Andrefana,≤100
Atsimo-Atsinanana,≤100
Atsinanana,≤100
Boeny,≤100
Diana Region,≤100
Haute Matsiatra,≤100
Ihorombe,≤100
Melaky,≤100
Menabe,≤100
Sava Region,≤100
Sofia Region,≤100
Vakinankaratra,≤100
Vatovavy-Fitovinany,≤100
