Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,4735,99
104420026017311,Poland 24,These ads ran without a disclaimer,1846,1
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1790,56
175246662992755,Stefanie Hantke Stadträtin,These ads ran without a disclaimer,1480,11
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,1451,2
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1325,218
349783468716743,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,1252,1
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1251,14
57544755889,Amnesty International Polska,Amnesty International Polska,1226,36
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1082,10
204113242961177,Ośrodek Kultury i Sztuki we Wrocławiu (OKiS),These ads ran without a disclaimer,1024,2
101995462097618,Dajcie Żyć,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,897,1
1531160263787101,Fundacja HerStory,Fundacja HerStory,823,3
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,740,32
228168274881,wysokieobcasy,wysokieobcasy,702,3
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,599,12
144808095552639,ING Polska,ING Polska,550,3
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,538,15
1227194230675141,Pratia,Pratia SA,520,13
339855706171439,Dobra Fabryka,Dobra Fabryka,512,2
111275624780972,Erase Indifference,Erase Indifference,486,8
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,471,10
514735281965536,Demagog,Stowarzyszenie Demagog,463,10
117930759609640,Platforma Przemysłu Przyszłości,Fundacja Platforma Przemysłu Przyszłości,454,32
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,426,10
130220166122,Kupuj odpowiedzialnie,Kupuj odpowiedzialnie,411,2
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,409,7
618179678235315,wschód,wschód,409,3
312204349288060,Mariusz Gosek,Mariusz Gosek,397,12
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,386,4
391098174296294,Super Express,se.pl,354,10
340765409708087,Ryszard Madziar,Ryszard Madziar,353,9
104442609633150,Lubuskie,Lubuskie,344,4
163488137165461,E.ON Polska,E.ON Polska,339,15
102811109411234,Do:łącz,Dołącz,310,16
200590753291733,Mercedes-Benz Warszawa,Mercedes-Benz Warszawa,304,1
178415208919146,Suwerenna Polska,Solidarna Polska,291,4
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,289,6
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,288,4
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,278,50
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,270,2
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,267,5
276860619087002,Sylwester Tułajew,Sylwester Tułajew,267,3
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,264,1
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,253,2
1683534065241470,OKO.press,OKO.press,249,10
256314858405394,Paweł Olszewski,Paweł Olszewski,237,4
1432065937006559,Polski Związek Tenisa Stołowego,Polski Związek Tenisa Stołowego,236,2
136884656519145,IOM Poland,International Organization for Migration,214,2
101642942680755,Nie daj się kupić • STOP Handlowi Ludźmi,Nie daj się kupić • STOP Handlowi Ludźmi,211,6
112648362119951,Państwowa Akademia Nauk Stosowanych w Nysie,These ads ran without a disclaimer,210,1
1589289514631651,Mariański Group Kancelaria Prawno-Podatkowa,Mariański Group Kancelaria Prawno-Podatkowa Sp.K.,205,6
561843337248654,Michał Drewnicki - wiceprzewodniczący Rady Miasta Krakowa,Michał Drewnicki - wiceprzewodniczący Rady Miasta Krakowa,203,6
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,198,26
195591907176717,Grzegorz Piechowiak - Wiceminister Rozwoju i Technologii,Biuro Posła Grzegorza Piechowiaka,192,3
123910440019,Renew Europe,Renew Europe Group,190,1
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,187,3
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,176,4
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,167,2
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",163,4
513969188677442,Compassion Polska,Compassion Polska,161,9
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,159,2
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,157,8
184234908266647,EURACTIV.pl,EURACTIV.pl,157,2
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,149,7
1495480087399256,Jacek Ozdoba,Jacek Ozdoba,137,5
102577288350341,Super Biznes,se.pl,137,7
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,135,2
286672948180163,Tomasz Trela,Poseł Tomasz Trela,133,5
110876148028220,Izabela Bodnar,Izabela Bodnar,130,6
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,129,2
376101312892,Miasto Poznań,Miasto Poznań,124,1
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,123,1
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,119,15
160341610647590,Łukasz Gibała,Kraków dla Mieszkańców,117,4
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,117,3
989567757830453,WIEŚci z Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,115,1
100302862419697,"Wielkopolska, tej",UMWW,115,3
113905148397308,Portal Obronny,Se.pl,114,3
448526941964220,Urszula Augustyn Posłanka na Sejm RP,Biuro Poselskie Posłanki Urszuli Augustyn,113,1
110623255132084,Wiceprezydent Wrocławia Jakub Mazur,Wiceprezydent Wrocławia Jakub Mazur,113,2
207653439276138,Fundusze Europejskie dla Dolnego Śląska,Fundusze Europejskie dla Dolnego Śląska,112,2
107750507339408,Bart Staszewski,Fundacja Basta,112,2
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,111,11
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,108,7
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,104,5
100178546458034,Nowa Tęcza,Homokomando,104,1
515725191889934,Zmieniamy Łódzkie,Zmieniamy Łódzkie,104,1
355335447987852,"Katarzyna Stachowicz - samorządowiec, działaczka społeczna","Katarzyna Stachowicz - samorządowiec, działaczka społeczna",102,2
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,102,1
2320275388297228,Marcin Romanowski,Marcin Romanowski,102,1
173086948664,Infor.pl,Infor.pl,101,4
118055394941878,ABB,Performance Media P.S.A,101,1
330644215221,Bankier.pl,Bankier.pl,101,4
364911490222284,Włodzimierz Czarzasty,Biuro Poselskie Włodzimierza Czarzastego,101,1
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,101,14
187613920648,Mazowiecka Wspólnota Samorządowa - Bezpartyjni Samorządowcy,Mazowiecka Wspólnota Samorządowa,≤100,4
104050691485416,Strefa Alergii,Strefa Alergii,≤100,3
258394024199313,Centrum Mieroszewskiego,Centrum Dialogu im. Juliusza Mieroszewskiego,≤100,3
328956034420247,Marcin Pawlicki - Radny Miasta Szczecin,Marcin Pawlicki - Radny Miasta Szczecin,≤100,1
834495839904474,Michał Cieślak,Michał Cieślak,≤100,7
868599633152789,Koncept - magazyn akademicki,Fundacja Inicjatyw Młodzieżowych,≤100,5
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,≤100,6
338842106148985,Mercedes-Benz Sosnowiec,Mercedes-Benz Sosnowiec,≤100,1
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100,6
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100,4
182216700504,Wyborcza.pl Katowice,Gazeta Wyborcza,≤100,1
174123027189,Instytut Spraw Publicznych,Fundacja Instytut Spraw Publicznych,≤100,3
107396187476330,LUX MED Stomatologia,"LUX MED Sp. z o.o.,",≤100,1
231653686850519,Ustka na fali,Ustka na fali,≤100,2
1608898765820336,Vogue Polska,Vogue Polska,≤100,2
603295086483883,Łukasz Schreiber - Poseł na Sejm RP,Łukasz Schreiber - Poseł na Sejm RP,≤100,10
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,≤100,1
1490825114573569,Anna Ewa Cicholska,Anna Ewa Cicholska,≤100,3
511908632322302,Artur Chojecki - Wojewoda Warmińsko-Mazurski,Artur Chojecki - Wojewoda Warmińsko-Mazurski,≤100,1
371359310400318,Janusz Kowalski,Janusz Kowalski,≤100,14
