Location name,Amount spent (JPY)
Aichi Prefecture,33352
Akita Prefecture,2595
Aomori Prefecture,4452
Chiba Prefecture,25244
Ehime Prefecture,5771
Fukui Prefecture,2138
Fukuoka Prefecture,56707
Fukushima Prefecture,5512
Gifu Prefecture,6130
Gunma Prefecture,6413
Hiroshima Prefecture,19258
Hokkaido,22085
Hyōgo Prefecture,29650
Ibaraki Prefecture,9468
Ishikawa Prefecture,2866
Iwate Prefecture,5264
Kagawa Prefecture,4095
Kagoshima Prefecture,5021
Kanagawa Prefecture,67684
Kumamoto Prefecture,7261
Kyoto Prefecture,24506
Kōchi Prefecture,2432
Mie Prefecture,6306
Miyagi Prefecture,14182
Miyazaki Prefecture,4621
Nagano Prefecture,5323
Nagasaki Prefecture,5556
Nara Prefecture,4531
Niigata Prefecture,5932
Okayama Prefecture,13120
Okinawa Prefecture,5613
Osaka Prefecture,61674
Saga Prefecture,4218
Saitama Prefecture,35293
Shiga Prefecture,5552
Shimane Prefecture,1561
Shizuoka Prefecture,12329
Tochigi Prefecture,6783
Tokushima Prefecture,2129
Tokyo,98513
Tottori Prefecture,1141
Toyama Prefecture,2711
Unknown,≤100
Wakayama Prefecture,3125
Yamagata Prefecture,3104
Yamaguchi Prefecture,3639
Yamanashi Prefecture,2349
Ōita Prefecture,6514
