Location name,Amount spent (CLP)
Antofagasta Region,247968
Araucanía Region,601919
Arica y Parinacota Region,143290
Atacama Region,133362
Aysén Region,65099
Bío Bío Region,752588
Coquimbo Region,383636
Los Lagos Region,477484
Los Ríos Region,188957
Magallanes y la Antártica Chilena Region,72585
Maule Region,557602
O'Higgins Region,574135
Santiago Metropolitan Region,2613850
Tarapacá Region,161457
Unknown,318
Valparaíso Region,783234
