Location name,Amount spent (MYR)
Johor,681
Kedah,602
Kelantan,359
Kuala Lumpur,955
Labuan,≤100
Malacca,685
Negeri Sembilan,1348
Pahang,379
Penang,335
Perak,516
Perlis,108
Putrajaya,≤100
Sabah,824
Sarawak,829
Selangor,1665
Terengganu,353
Unknown,≤100
