Location name,Amount spent (CHF)
Aargau,1385
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,1022
Basel-Landschaft,416
Bern,2021
Canton of Geneva,2403
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,1005
Fribourg,723
Graubünden,517
Jura,148
Luzern,923
Neuchâtel,454
Schaffhausen,175
Schwyz,233
Solothurn,584
Thurgau,571
Ticino,561
Unknown,≤100
Uri,≤100
Valais,775
Vaud,1866
Zug,276
Zürich,4717
