Location name,Amount spent (NZD)
Auckland Region,4033
Bay of Plenty Region,672
Canterbury,1380
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,351
Manawatu-Wanganui,637
Marlborough Region,119
Nelson Province,124
Niue,≤100
Northland Region,380
Otago,781
Southland,274
Taranaki,301
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,996
Wellington Region,940
West Coast,≤100
