Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,6583,6
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,5542,2
102851155670931,mUEve,mUEve,5093,4
1921876544600067,Mujeres Empoderadas,These ads ran without a disclaimer,4256,4
643513979193133,Unidos por Beatriz,Neuma,3799,3
102084562479533,Digital506,Digital506,3477,3
117476041631671,AmCham Costa Rica,AmCham Costa Rica,2771,2
265843867173714,La Revista,La Revista,1528,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1081,1
797815127058039,Delighttourscancun,These ads ran without a disclaimer,295,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
515292708481100,Cambio Climático & Calentamiento Global,These ads ran without a disclaimer,≤100,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
239295866437866,Eagle Natural Resources,These ads ran without a disclaimer,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,8
231908277423664,HORA CERO,These ads ran without a disclaimer,≤100,1
106068488158725,Graduatez - College Journey,These ads ran without a disclaimer,≤100,4
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
