Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
184257548280251,Alberta's NDP,Alberta's NDP,6970,19
409786973169158,Tru Earth,These ads ran without a disclaimer,3984,15
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),3554,11
149042028439970,Alberta Federation of Labour,Alberta Federation of Labour,3307,14
169928686425623,UFCW Local 401,UFCW Local 401,3022,34
127240117332122,Volvo Car Canada,Volvo Car Canada,2534,2
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,2048,213
102828041144081,Here For Students,Here For Students,1864,7
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,1590,14
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1530,25
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,1497,42
186266941387011,BMO Financial Group,BMO Financial Group,1451,4
405377872902754,Canada Action,Canada Action,1450,91
115835521825983,UNHCR Canada,UNHCR Canada,1195,16
439345863190331,Brad Bradford,Brad Bradford Campaign,1131,47
270323369737229,Elections Alberta,Elections Alberta,1099,18
2130035313905321,Miranda Rosin,Miranda Dawn Rosin,1013,26
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,999,13
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,951,102
108635379686,CNIB,CNIB,931,22
154462904588700,Enbridge Gas,Enbridge Gas,918,92
104386908631938,Pathways Alliance,Pathways Alliance,885,8
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,882,5
154450024654,BC Teachers' Federation (BCTF),BC Teachers' Federation,845,23
633812813408377,Elections Canada,Elections Canada,818,19
901776976544599,RBC Wealth Management,RBC Wealth Management,787,4
27234020592,UNICEF Canada,UNICEF Canada,752,13
108573293861969,Grain Farmers of Ontario,Grain Farmers of Ontario,743,3
373857869367252,Moose Hide Campaign,Moose Hide Campaign,737,10
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,698,34
106183171866567,Fairness for Drivers,Fairness for Drivers,692,24
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,666,8
376006035816016,Storyworth,These ads ran without a disclaimer,664,12
433042703535858,Prasad Panda,Prasad Panda,631,5
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,612,19
23543314803,CUPE SCFP,CUPE SCFP,595,8
281999881613,World Vision Canada,World Vision Canada,586,5
2130035313905321,Miranda Rosin,Miranda Rosin,578,29
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,555,53
261752512263,Canadian Red Cross,Canadian Red Cross,554,4
283487578481273,Énergir,Énergir,524,10
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,519,12
106600908257290,The Star Group,These ads ran without a disclaimer,503,2
186752164845450,Ana Bailao,Ana Bailao,500,1
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,493,50
106172275200668,GetBuilding,GetBuilding,451,9
1097840090260804,National Police Federation,National Police Federation,410,126
114849617772737,Care2 Canada,Press Pause Collective,410,18
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,399,186
160136850711053,CUPE Ontario,CUPE Ontario,367,28
590117937780756,Oil Sands Action,Canada Action,362,5
113707256426,Rachel Notley,Alberta's NDP,360,2
354244238489143,"Rakhi Pancholi, MLA Edmonton-Whitemud","Rakhi Pancholi, MLA Edmonton-Whitemud",347,2
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,334,6
19750184960,Greenpeace Canada,Greenpeace Canada,332,201
200480966638039,Supremacy 1914,These ads ran without a disclaimer,331,2
397610640623766,Saskatchewan Teachers' Federation,Saskatchewan Teachers' Federation,320,9
106917558391358,Alliance Nouvelles voies,Pathways Alliance,311,4
107385241806,Plan International Canada,Plan International Canada,310,35
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,309,61
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,307,31
2160774464156561,Rebecca Schulz,Rebecca Schulz,305,1
5800809476,Ottawa Senators,These ads ran without a disclaimer,305,1
203485052997041,Hospital Employees' Union,Hospital Employees' Union,300,6
143249880633,World Animal Protection Canada,World Animal Protection Canada,293,30
121222984568561,Amnesty International Canada,Amnesty International Canada,293,79
1583430205202800,City of Toronto,City of Toronto - Your Local Government,285,4
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),285,13
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,274,108
202220023130891,Bell Canada,Bell Canada,266,2
264035282685,"Commission des normes, de l'équité, de la santé et de la sécurité du travail","Commission des normes, de l’équité, de la santé et la sécurité du travail",266,2
110298731950020,Branden Leslie for Portage-Lisgar,Branden Leslie Campaign,264,5
181701075182303,Crohn's and Colitis Canada,Crohn's and Colitis Canada,264,6
453724058039992,viaSport British Columbia,viaSport British Columbia,263,16
152467601467262,BMO Groupe financier,BMO Financial Group,262,4
658318450979357,Globe Content Studio,Globe Content Studio,261,2
63358436494,Naître et grandir,Naître et grandir,237,39
925033857594085,SureHealth Canada by GreenShield,SureHealth,230,77
2112106495731697,Wild First,Canadian Coastal Research Society,229,1
1590219921201770,Élections Canada,Élections Canada,225,20
35715544220,Stand.earth,Stand.earth,224,22
177741812241442,SCFP-Québec,le SCFP,217,1
149532208407063,Maple Leaf Foods,These ads ran without a disclaimer,212,2
1755517074486412,Giorgio Mammoliti,Giorgio Mammoliti Campaign,211,2
216141861779286,Éric Duhaime,These ads ran without a disclaimer,210,2
177681485609462,Radio-Canada,Radio-Canada,198,14
947240598657969,Keeping Liquor Public,Manitoba Government and General Employees' Union (MGEU),197,10
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,195,180
625254780822339,CUPE Manitoba,CUPE MB,194,5
48799305725,AIDS Vancouver,AIDS Vancouver,189,7
602190229793328,UFCW 1518,UFCW 1518,177,6
510183342342621,Bell MTS,Lavanya Rajaian,175,2
31912359596,University of Saskatchewan,University of Saskatchewan,175,9
586362242026180,Radio-Canada OHdio,Radio-Canada,175,14
568938803293644,True North,True North,174,9
101898551911387,The Hub Canada,Hub Canada Media,173,106
213671857639,BCGEU,BC General Employees' Union,173,1
106360778489053,Fuelling Canada,Canadian Gas Association,170,73
223166863810,TOUGO,TOUGO,169,2
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,164,4
188385537886041,ICI Québec,Radio-Canada,164,19
195608229977,BC NDP,BC NDP,157,2
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,155,4
166935516700878,Last Door Recovery Society,Giuseppi Ganci,152,1
100999094747422,Land Needs Guardians,Land Needs Guardians,151,4
53071821078,Monarchist League of Canada / Ligue monarchiste du Canada,The Monarchist League of Canada,150,5
180862678644381,Ontario NDP,Ontario NDP,148,38
123235041462,The Fraser Institute,Fraser Institute,142,11
177004795666755,Manitoba Government,Manitoba Government,136,1
124149619252,Chipotle Mexican Grill,These ads ran without a disclaimer,135,1
14742445214,BC Green Party,BC Green Party,132,32
129706287121817,Shannon Phillips,Shannon Phillips,130,2
256967407720183,LEO,Léger,129,30
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,129,9
117926081552324,Équiterre,Équiterre,127,7
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,126,2
572892516092329,"Yvan Baker, MP","Yvan Baker, MP",125,3
327971477301533,City of Kingston - Municipal Government,City of Kingston,120,1
274877362536876,CUPE BC,CUPE BC,117,2
111755861837453,Eugene Manning,Eugene Manning Campaign,117,26
278389879414203,Rajan Sawhney,Rajan Sawhney,112,1
468862456473344,Together We Can - Addiction Recovery & Education Society,Together We Can - Addiction Recovery & Education Society,111,1
6688529767,Penguin Random House Canada,These ads ran without a disclaimer,105,1
105754167560390,Ekō Canada,Ekō,105,2
117940918260439,Federation of Rental-housing Providers of Ontario (FRPO),Federation of Rental-housing Providers of Ontario,101,12
167559993283868,Nature Québec,Nature Québec,≤100,4
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100,5
21121691031,Alberta Council of Women's Shelters (ACWS),Alberta Council of Women's Shelters,≤100,20
104436885869755,"Rob Miyashiro, Lethbridge East NDP","Rob Miyashiro, Lethbridge East NDP",≤100,2
52543970197,Environmental Defence Canada,Environmental Defence,≤100,5
49708994370,City of Edmonton - Local Government,City of Edmonton,≤100,6
187805263715,RÉZO,RÉZO,≤100,1
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,≤100,6
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100,16
168973503131279,Mission Old Brewery,Mission Old Brewery,≤100,39
102051553222110,Canadian Federation of Nurses Unions,Canadian Federation of Nurses Unions,≤100,8
486324651440186,Plastic Bank,Plastic Bank,≤100,8
7522587804,Green Party of Ontario,Green Party of Ontario,≤100,6
362729057195209,Market One,Market One Media Group,≤100,2
107424984239,Société pour la nature et les parcs - SNAP Québec,Société pour la nature et les parcs - SNAP Québec,≤100,11
985797494956599,The News Forum,The News Forum,≤100,15
105884058088671,Keep Alberta RCMP,National Police Federation,≤100,20
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,≤100,1
113451888040685,KW Energy Home Services,KW Energy Home Services,≤100,5
796418163759235,GreenPAC,GreenPAC,≤100,2
339682308115,Metis Nation of Alberta,Metis Nation of Alberta,≤100,26
133429097213380,Lois Hole Hospital Women's Society,Lois Hole Hospital Women's Society,≤100,12
1610696759075826,Peter Singh,? SF,≤100,10
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100,7
123666264326084,Commission for Environmental Cooperation,Commission for Environmental Cooperation,≤100,1
114771771541709,Richard Wong,Richard Wong,≤100,1
338645782840713,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",Ministère de l'Environnement et de la Lutte contre les changements climatiques,≤100,1
2161474537462046,Solar X,Solar X,≤100,1
345800815486259,SEIU Local 2,SEIU Local 2,≤100,1
104321259649840,CATIE,CATIE,≤100,7
122085817803226,Windspeaker,Indiegraf Media,≤100,1
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100,10
454725997987367,Manitoba Association of Health Care Professionals - MAHCP,Manitoba Association of Health Care Professionals,≤100,4
1522162571382952,Oceana Canada,Oceana Canada,≤100,27
108587420188,United Way Greater Toronto,United Way Greater Toronto,≤100,66
109789375773145,Jeremy Nixon,UCP Calgary-Klein Constituency Association,≤100,2
214866875236330,PROMIS,Promis Immigration,≤100,17
273563010165993,Gary Vidal,Linnae Kathryn Mielke,≤100,2
1820321018091000,Parmeet Singh-NDP Calgary-Falconridge,Parmeet Singh Boparai,≤100,2
139984972692333,Fondation Rivières,Fondation Rivières,≤100,3
103230389418930,Buffalo Project,Buffalo Project,≤100,13
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,≤100,2
116190118504646,Wisdom2Action,Faelynn Eris Johnstone,≤100,16
114286393699596,The Peak,The Peak Media Collective Inc.,≤100,8
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,≤100,5
208967972795955,Nate Glubish,Nate Glubish,≤100,1
117385037992241,Tanya Cosgrave,Tanya Cosgrave,≤100,2
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,≤100,68
426261524474934,Nicholas Milliken,Nicholas Milliken,≤100,1
7996548092,University of Victoria,University of Victoria,≤100,12
15388201565,Vancouver Public Library,Vancouver Public Library,≤100,1
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100,1
394745970602999,The Council of Canadians,The Council of Canadians,≤100,4
176256900912,Saskatchewan Party,The Saskatchewan Party,≤100,15
1771820039731500,Al-Ayn Social Care Foundation - Canada,Al-Ayn Social Care Foundation Canada,≤100,3
169042736456594,All Out,ConnectAd,≤100,6
43448349479,Josh Matlow,Josh Matlow Campaign,≤100,2
420437455160941,Planet Friendly News,Planet Friendly News,≤100,1
207054872801742,Demetrios Nicolaides,Demetrios Nicolaides,≤100,1
259187344111223,Coastal First Nations,Coastal First Nations,≤100,11
1395790247377471,Canadian Shooting Sports Association,Canadian Shooting Sports Association,≤100,1
263547640436466,PC Party of Manitoba,"the Financial Officer, PC Party of Manitoba",≤100,2
159713615718,WWF-Canada,WWF-Canada,≤100,4
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,≤100,4
209191002426864,County of Grande Prairie No. 1,the County of Grande Prairie,≤100,2
278388139026064,Patrick Brown,Patrick Brown,≤100,4
100586573333395,Edo Japan,These ads ran without a disclaimer,≤100,1
122110488922,Y des femmes de Montréal,Y des femmes de Montréal,≤100,9
298473731911,Canada 2020,Canada 2020,≤100,30
732271663499527,Matthew Shoemaker,Matthew Shoemaker,≤100,1
542907772458532,Fondation Émergence,Fondation Émergence,≤100,3
132996628184,City of Vancouver - Local Government,City of Vancouver - Local Government,≤100,1
113233591677994,Justin Wright United Conservative Party candidate,Justin Wright Campaign,≤100,1
321351607970406,The Narwhal,The Narwhal,≤100,1
102023931359819,Team/Equipe CDN NDG,Alexander Montagano,≤100,1
104152709183684,Convenience Retailers 4 SC,Convenience Retailers Alliance,≤100,31
377491529289588,Janet Eremenko,Janet Eremenko,≤100,3
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100,6
111231197686977,The Breach,The Breach,≤100,5
239308266136055,United Way Halton and Hamilton,United Way Halton & Hamilton,≤100,8
1671097993122619,Children Believe,Children Believe,≤100,7
128782313456641,Fly Nieuport,Nieuport Aviation,≤100,2
753889838292279,BC Assembly of First Nations,BC Assembly of First Nations,≤100,3
1808244856073411,Environnement Côte-Nord,Conseil régional de l'environnement de la Côte-Nord,≤100,4
110676918090127,Kayande For Calgary Elbow NDP,Samir Kayande,≤100,20
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100,99
298936457187316,Kerry Cundal for Calgary Elbow,Kerry Cundal For Calgary-Elbow,≤100,4
204481996314460,OBV Scabric,OBV Scabric,≤100,1
386234648495459,Home Care Ontario,Home Care Ontario,≤100,2
333965336775693,Canadian Cattle Association,Canadian Cattle Association,≤100,2
206962006904247,Le Grand Marché de Québec,Le Grand Marché de Québec,≤100,15
135671713153535,Fondation Y des femmes de Montréal,Fondation Y des femmes de Montréal,≤100,8
149637145096756,Conservative Party of BC,Conservative Party of British Columbia,≤100,4
107369918304369,Dr. Luanne Metz for Calgary-Varsity NDP,Alberta NDP,≤100,2
106365669977985,Unpointcinq,Unpointcinq,≤100,3
1374287322846942,"Chantal Soucy, députée de Saint-Hyacinthe à l'Assemblée nationale",Chantal Soucy députee de Saint-Hyacinthe,≤100,6
656974534493920,Kevin Lamoureux,Kevin Lamoureux,≤100,2
134455149912301,Seva Canada,Seva Canada,≤100,6
166471303706,OkCupid,These ads ran without a disclaimer,≤100,1
101341720011488,ONFR+,ONFR+,≤100,1
599601796904723,Humane Society International/Canada,Humane Society International/Canada,≤100,2
9226212436,SaskPower,SaskPower,≤100,1
362051477864388,Bureau d'audiences publiques sur l'environnement,Bureau d'audiences publiques sur l'environnement,≤100,2
2002150870039027,Amarjot Sandhu,Brampton West PC Riding Association,≤100,1
111176008261790,West Coast Now,West Coast Now,≤100,10
213972982110718,Terry Beech,"Terry Beech, MP for Burnaby North Seymour",≤100,23
1694706720796851,Manitoba Pork,Manitoba Pork Council,≤100,10
2349053895373277,Kyle Seeback,Kyle Seeback,≤100,1
1772928602728015,Call2Recycle / Appel à Recycler Canada,These ads ran without a disclaimer,≤100,1
136350861428,Sierra Club BC,Sierra Club BC,≤100,1
37523552825,One Drop,One Drop,≤100,6
32583114028,City of Kelowna,City of Kelowna,≤100,1
144225175632966,Monte McNaughton,Lambton-Kent-Middlesex Progressive Conservative Association,≤100,1
630230954127159,Business Council of Alberta,Business Council of Alberta,≤100,1
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100,9
630616020375073,"Mark Strahl, MP","Mark Strahl, MP",≤100,1
145655439443421,"Jean Coutu 515 Boul. Lacombe, Repentigny - secteur Le Gardeur",ECOLEAD Marketing,≤100,1
392629388021829,Ally Global Foundation,Ally Global Foundation,≤100,16
102926312428767,Solana Energy,Solana Energy,≤100,2
656974534493920,Kevin Lamoureux,These ads ran without a disclaimer,≤100,1
101630896191274,Laine Larson,Laine Larson,≤100,1
1431603483720909,Fondation de l'Institut universitaire en santé mentale de Montréal,Fondation de l'Institut Universitaire de Santé Mentale à Montréal,≤100,4
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100,2
291175877619875,"Kings County, Nova Scotia","Kings County, Nova Scotia",≤100,2
198195040707,Projet Montréal,Projet Montréal,≤100,1
1459524474331964,Jean Coutu Briggs Drugs,PJC Briggs,≤100,2
456503775136589,Surrey Centre Conservative EDA,Aaron Broomfield,≤100,1
43726922006,SiteGround,These ads ran without a disclaimer,≤100,1
298658393636065,Ministère des Ressources naturelles et des Forêts,Ministère des Ressources naturelles et des Forêts,≤100,1
479029668909762,Teamsters 362,"General Teamsters, Local Union No. 362",≤100,1
243795232247,Mennonite Central Committee - MCC,Mennonite Central Committee - MCC,≤100,16
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100,1
150294235064565,Allstate Canada,Allstate Canada,≤100,5
184906186150,The Toronto Star,The Toronto Star,≤100,1
144002475754218,TMX Group,TMX Group,≤100,7
106095490765706,Ryan Turnbull,"Ryan Turnbull, MP",≤100,2
464365136916065,Unpublished.ca,Unpublished Media Inc.,≤100,5
49530722523,Ecojustice,Ecojustice,≤100,18
107500791481568,Kevin Falcon,BC Liberal Party,≤100,3
265054970178984,City of St. Albert,City of St. Albert,≤100,3
161817467263,Nova Scotia Government,Government of Nova Scotia,≤100,1
291170657748377,Vancouver & District Labour Council,Vancouver and District Labour Council,≤100,1
1461479950753102,My Sea to Sky,My Sea to Sky,≤100,6
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),These ads ran without a disclaimer,≤100,9
109311342059736,Joshua Okello Conservative,Joshua Okello Conservative,≤100,1
1421785601451213,"Bob D'Eith, Maple Ridge-Mission",BC New Democrat Caucus,≤100,1
823970554364200,Ancient Forest Alliance,Ancient Forest Alliance,≤100,1
179642688739082,Amnistie internationale Canada Francophone,Amnistie Internationale Canada Francophone,≤100,26
597902120327040,"Martin Shields, MP","House of Commons, Office of Martin Shields MP",≤100,4
172806652795178,Edmonton Community Foundation,Edmonton Community Foundation,≤100,8
109259964070785,Skeena Strong,The Skeena,≤100,4
314547291979828,Humane Society International - End Animal Testing Campaign,Humane Society International - End Animal Testing Campaign,≤100,1
104662061503084,The Mining Association of Canada,Mining Association of Canada,≤100,5
109270528573715,𝐂𝐚𝐩𝐢𝐭𝐚𝐥 𝐂𝐥𝐮𝐛,These ads ran without a disclaimer,≤100,1
100798439408577,"Céline Haytayan, députée de Laval-des-Rapides à l'Assemblée nationale","Céline Haytayan, députée de Laval-des-Rapides à l'Assemblée nationale",≤100,4
163974530411362,Jean Coutu M. D'Amours & M. Leclerc,PJC 315,≤100,3
111008794934816,Valérie Schmaltz - députée de Vimont à l'Assemblée Nationale,Valérie Schmaltz - députée de Vimont à l'Assemblée Nationale,≤100,6
805808119570258,Infinite Oceans,Infinite Oceans,≤100,3
200217723858499,"Tony Wakeham, MHA, Stephenville-Port au Port","Tony Wakeham, MHA for Stephenville - Port au Port",≤100,2
107782105581311,Carrie Hiebert for Morden Winkler,Carrie Hiebert,≤100,1
699539606774997,Scott Aitchison,Parry Sound-Muskoka Conservative Association,≤100,4
659207274119133,Banff-Kananaskis Alberta NDP Constituency Association,Banff Kananaskis NDP,≤100,1
175681169746534,Searle Turton,Searle Wesley Turton,≤100,1
