Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
203389926415069,Magyar Honvédség,Magyar Honvédség,139656,16
543788999005363,ORIGO,Mediaworks Hungary Zrt.,136048,14
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,129333,11
294815374340858,Donáth Anna,Donáth Anna - Momentum,103392,5
1487569941539650,Tanítanék,Humán Platform,100357,4
248172631940,Mandiner,Mediaworks Hungary Zrt.,91476,13
1534911313439123,Ripost,Ripost,77364,6
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,69198,10
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,58151,10
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,57977,7
592204747588011,Momentum Mozgalom,Momentum Mozgalom,56903,4
191461774219575,hirado.hu,hirado.hu,46407,17
126539424061030,Háttér Társaság,Háttér Társaság,44551,16
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,43364,16
187301974635606,Gyurcsány Ferenc,Demokratikus Koalíció,42079,18
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,41353,54
1880809845328535,Dobrev Klára,Demokratikus Koalíció,40099,85
178362315106,European Parliament,European Parliament,37052,7
294815374340858,Donáth Anna,Momentum Mozgalom,35027,8
451844608304228,Metropol,Metropol,31916,5
306318386058001,Dr. Molnár Csaba,Demokratikus Koalíció,29605,1
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,29067,15
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,25554,15
76748198685,Budapest Pride,Budapest Pride,24870,13
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,24068,2
264517713636590,PestiSracok.hu,PestiSrácok.hu,21515,6
131283758531,HVG,HVG Kiadó ZRt.,18826,15
107898832590939,European Commission,European Commission,18156,2
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,16843,2
405035972853835,OMV Filling Stations,OMV Hungária Kft.,16828,1
109306435499597,Szabad Vonalzó,Humán Platform,15235,4
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,14487,5
108346693873484,Győrffy Balázs,Győrffy Balázs,13343,2
252344549226724,Festede.hu,These ads ran without a disclaimer,12766,1
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,12402,4
101508528866981,Fehérvár a Miénk,Fehérvár a miénk,12139,2
108248022589754,Bosch Magyarország,Bosch Magyarország,10795,8
260927000625137,VARJU László Újpest-Angyalföld,VARJU László Újpest-Angyalföld,10751,1
594088897289853,Alapjogokért Központ,Alapjogokért Központ,10571,5
851784814892644,Simicskó István,KDNP frakció,10468,3
345496092135627,Hír TV,Mediaworks Hungary Zrt.,10445,2
447204268797621,RTL.hu,RTL.HU,10162,22
211156277497,WWF Hungary,WWF Hungary,10098,13
1265353903615539,Oeconomus,Oeconomus,9966,3
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,9814,12
114459958225789,Újpesti Megmondó,Újpesti Megmondó,9518,2
1215492498464496,Angyal Károly,Angyal Károly,9433,4
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,9378,6
267882727864,Kubatov Gábor,Fidesz,9183,3
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,9100,3
537817739693723,Brain Bar,Brain Bar,8994,6
100401808007704,EzaLényeg.hu,EzaLényeg.hu,8957,16
92932085233,TASZ,TASZ,8723,1
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,8331,4
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,8287,8
992066384198880,Tóth Edina,Tóth Edina,7666,1
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,7663,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,7437,2
122922027734811,feol.hu,Mediaworks Hungary Zrt.,7406,2
