Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
411161562273047,Hon. Mercy Wanjiku Gakuya,These ads ran without a disclaimer,417,1
105833652399018,Maina Karobia,Mwangi Godfrey Maina,201,1
158714780827513,UNFPA,These ads ran without a disclaimer,182,3
121666050921250,frm.com,These ads ran without a disclaimer,139,1
112352511456874,Mental health consultant&therapist.,Mental health consultant&therapist.,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
166444740431152,"Hon Faith Wairimu Gitau, Mamii mwega wa Nyandarua.",These ads ran without a disclaimer,≤100,1
1506723769658512,Susan Kihika,Susan Kihika,≤100,1
514931022042559,Gwendy Media TV,These ads ran without a disclaimer,≤100,1
1656590977890066,IDEO U,These ads ran without a disclaimer,≤100,1
1704816969849102,Queen Kel,These ads ran without a disclaimer,≤100,1
113294518417695,Kithure Kindiki Fans,Vinson Kyalo Lui,≤100,1
112398928398501,Wanjiku Thiga,Wanjiku Thiga,≤100,1
112420728007294,Trogic Multimedia,These ads ran without a disclaimer,≤100,1
116934494636757,Nifty News,These ads ran without a disclaimer,≤100,4
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,1
2272627156357949,Newest Crowdfunding Inventions,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,1
106094657863057,Caroline Muthoka,These ads ran without a disclaimer,≤100,1
103092238774307,Sobe Ad Agency,These ads ran without a disclaimer,≤100,1
117220684614630,Safe Haven Foundation,These ads ran without a disclaimer,≤100,1
368194657215717,Times Higher Education Connect,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
216650141692498,DEIDO BOY MAGAZINE,These ads ran without a disclaimer,≤100,1
102643732395510,"Tongxiang, China",These ads ran without a disclaimer,≤100,1
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
