Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
958104594263358,Alcaldía Cuajimalpa de Morelos,Alcaldía Cuajimalpa de Morelos,86477,35
122166991148783,ICV-NL,ICVNL,45252,5
292073374782474,Gobierno de Tlalnepantla de Baz,Municipio de Tlalnepantla,34762,24
2091732304477564,Senadores Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en el Senado de la República,24515,23
923633637651202,Morena Sí,Morena Sí,21083,76
645731535452116,FactoMétrica,FactoMétrica,18036,50
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,17355,5
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,15236,10
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,12777,4
215836968456734,Alfonso Martínez Alcázar,Alfonso Martínez,12730,9
100557755099985,Convocatorias 2023,Convocatorias 2023,10986,30
162949857103721,Gobierno Colima,Gobierno Colima,10775,18
493453457351145,Coparmex Nacional,Coparmex Nacional,10687,34
109634395756375,Save the Children México,Save the Children México,8993,15
229422400424478,Julieta Mejía,Julieta Mejía,7908,6
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,7778,3
103451872329701,Salvemos Miles de Vidas México,Juan Antonio Loredo Velasco,7489,16
108819392526809,Partido Acción Nacional,Partido Acción Nacional,7355,2
460436987319985,Diputados Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en la Cámara de Diputados,7155,7
106005605644145,Frontera Morena,Frontera Morena S.a de C.v,7108,121
106865972279596,Por amor a México,Por Amor A Mexico,7108,5
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,7090,3
110046841554967,Dirección de Desarrollo Urbano Tlalnepantla,Municipio de Tlalnepantla,6965,5
100524819034129,Derechos Humanos Tlalnepantla,Municipio de Tlalnepantla,6845,2
2011285802526787,El Soberano,El Soberano,6774,4
102140472358766,Dirección de Obras Públicas Tlalnepantla,Municipio de Tlalnepantla,6639,3
142277375928938,Protección Civil Tlalnepantla,Municipio de Tlalnepantla,6396,3
122404620204,Oxfam México,OXFAM MEXICO AC,6162,3
326647354840146,Sergio Gutiérrez Luna,Sergio Gutiérrez Luna,5991,8
112882117843391,Morena Estado de México,morenaedomex.si,5849,4
505132912869455,Instituto Guanajuatense para las Personas con Discapacidad,Ads Project Media,5815,41
100320426220425,Colima con C de Claudia,Colima con C de Claudia S.A DE C.V,5776,62
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,5718,66
438035766216106,Adrian Juarez Jimenez,Diana Cruz,5397,106
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,5363,10
957222034488941,Instituto Municipal de Educación Tlalnepantla,Municipio de Tlalnepantla,5235,1
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,5193,14
106606125237429,Dirección de Desarrollo Social Tlalnepantla,Municipio de Tlalnepantla,5178,1
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,5019,5
56713285274,Greenpeace México,Greenpeace México,5014,14
360811057341855,PAN Nuevo León,PAN Nuevo León,4975,7
285058928236909,Mauricio Vila,Mauricio Vila,4934,22
109752078573994,Transformando México,Transformando a México,4905,59
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,4751,8
354326078079338,Campaigns and Elections Mexico,Mario Alberto Rivera Lagarreta,4650,32
341678115934136,Movimiento Ciudadano Estado de México,Video Político,4650,6
110841274807666,Instituto Municipal de la Juventud,Municipio de Tlalnepantla,4647,5
174921316719276,Alcaldía Gustavo A. Madero,Alcaldía Gustavo A. Madero,4623,17
103436538894727,Dirección Jurídica Tlalnepantla,Municipio de Tlalnepantla,4591,4
254852601222832,CEMEX México,CEMEX México,4416,17
924215500923867,Lucy Meza,Lucy Meza,4385,20
100299169219163,Dirección de Sustentabilidad Ambiental Tlalnepantla,Municipio de Tlalnepantla,3916,3
309520537353,Fondo Semillas,Fondo Semillas,3749,33
110902534801030,Dirección de Movilidad Tlalnepantla,Municipio de Tlalnepantla,3746,4
174058432636166,El Deforma,El Deforma,3467,2
