Location name,Amount spent (CLP)
Antofagasta Region,103149
Araucanía Region,114283
Arica y Parinacota Region,55269
Atacama Region,24223
Aysén Region,22150
Bío Bío Region,227129
Coquimbo Region,127424
Los Lagos Region,100270
Los Ríos Region,32926
Magallanes y la Antártica Chilena Region,25888
Maule Region,78359
O'Higgins Region,78258
Santiago Metropolitan Region,907787
Tarapacá Region,43282
Unknown,≤100
Valparaíso Region,190167
