Location name,Amount spent (NOK)
Akershus,5126
Aust-Agder,886
Buskerud,2225
Finnmark,975
Hedmark,1420
Hordaland,4069
Møre og Romsdal,1864
Nord-Trøndelag,1176
Nordland,1532
Oppland,1404
Oslo,9591
Rogaland,3235
Sogn og Fjordane,685
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4496
Telemark,1407
Troms,1336
Unknown,≤100
Vest-Agder,2285
Vestfold,1703
Østfold,3041
