Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,2877483
Apure,250000
Aragua,6500000
Barinas,500000
Bolívar (state),2500000
Capital District,19500000
Carabobo,10689938
Cojedes,250000
Delta Amacuro,≤100
Falcón,1544991
Guárico,742496
Lara,4654973
Miranda (state),5822466
Monagas,1250000
Mérida,2179987
Nueva Esparta,6252464
Portuguesa,1254993
Sucre,500000
Trujillo,404998
Táchira,3679979
Vargas,1750000
Yaracuy,1500000
Zulia,6000000
