Location name,Amount spent (ARS)
Buenos Aires,6287961
Catamarca,120683
Chaco,288456
Chubut,81033
Ciudad Autónoma de Buenos Aires,657633
Corrientes,164580
Córdoba,4748412
Entre Rios,130852
Formosa,134325
Jujuy,293578
La Pampa,44979
La Rioja,43811
Mendoza,544423
Misiones,39368
Neuquén,35724
Río Negro,49092
Salta,68679
San Juan,394199
San Luis,188738
Santa Cruz,38973
Santa Fe,1566882
Santiago del Estero,25667
Tierra del Fuego,28549
Tucuman,284399
Unknown,149
