Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
128393027527,SP,SP,1954,53
146644665960101,Volt Nederland,Volt Nederland,1750,201
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,1471,122
175740570505,GroenLinks,GroenLinks,1422,31
189701254384965,Eneco,Eneco,1176,14
288295911466,Greenpeace Nederland,Greenpeace Nederland,1121,28
428670174395114,Vattenfall,Vattenfall Nederland,1118,19
338750440106782,BBB BoerBurgerBeweging,Boerburgerbeweging,789,7
280080392065179,Waterschap De Dommel,Waterschap De Dommel,762,16
134745106544502,Vogelbescherming Nederland,Vogelbescherming Nederland,757,39
57729029960,Amnesty International Nederland,Amnesty International Nederland,728,82
142602429748465,Waterschappen,Unie van Waterschappen,568,14
463828040351089,Waterschap Brabantse Delta,Waterschap Brabantse Delta,554,9
93833638834,Plan International NL,Plan International Nederland,515,47
189390074967767,Toegift,Toegift/Stichting Diensten voor Goede doelen,412,6
156571571036057,Natuur & Milieu,Natuur & Milieu,406,8
121719834601889,FNV Vakbond,FNV Vakbond,402,19
406548067183,Provincie Noord-Brabant,Provincie Noord-Brabant,391,5
100364422327666,BVNL,BVNL,372,22
106370071810105,Cultuur onder Vuur NL,Stichting Civitas Christiana,309,5
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,307,46
165625476919894,CNV Vakmensen,CNV Vakmensen,294,55
121950544509915,Waterschap Aa en Maas,Waterschap Aa en Maas,292,2
488054904564547,ifaw,Stichting IFAW,260,53
526682507436451,PvdA Zuid-Holland,PvdA,257,1
121264564551002,VVD,VVD,239,13
142080576837,Vrij Nederland,Vrij Nederland,237,9
1607001549529193,"Waterschap Amstel, Gooi en Vecht","Waterschap Amstel, Gooi en Vecht",230,10
106020448037192,JA21,JA21.nl,230,47
844559615710915,Lilian Marijnissen,SP,214,6
103838582646296,Henriette van Hedel - Alliantie,Johanna Henriette Geertruda Elisabeth Van Hedel,210,9
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld (NL),202,17
165914046762784,PvdA Limburg,PvdA Limburg,195,70
118582591622050,Provincie Limburg,Provincie Limburg,190,4
393631714068016,Hoogheemraadschap van Schieland en de Krimpenerwaard,Hoogheemraadschap van Schieland en de Krimpenerwaard,187,7
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,186,10
447218628670592,UNHCR Nederland,UNHCR Nederland,183,16
197259153703330,Waterschap Rijn en IJssel,Waterschap Rijn en IJssel,180,21
159449970751999,Save the Children Nederland,Save the Children Nederland,180,13
270279943093158,Hoogheemraadschap Hollands Noorderkwartier - HHNK,Hoogheemraadschap Hollands Noorderkwartier - HHNK,176,8
120034538112114,Stichting Vluchteling,Stichting Vluchteling,174,1
353474172552,War Child Holland,War Child Holland,172,15
201797779950690,Waterschap Vechtstromen,Waterschap Vechtstromen,161,1
198652680155932,Waterschap Rivierenland,Waterschap Rivierenland,158,10
403943403087425,ChristenUnie Flevoland,ChristenUnie Flevoland,156,44
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,148,2
113895885305052,Partij van de Arbeid (PvdA),Partij van de Arbeid (PvdA),146,13
439703479409823,ABP Pensioenfonds voor overheid en onderwijs,ABP,140,1
133687759997528,ASN Bank,ASN Bank,139,12
115027651906533,Wakker Dier,Wakker Dier,135,24
1534982756793690,Foodvisor,These ads ran without a disclaimer,134,5
202064936858448,Geert Wilders,Geert Wilders,126,3
751427151608409,Water Natuurlijk Limburg,Water Natuurlijk Limburg,125,42
83439828234,Milieudefensie,Milieudefensie,120,72
208649455871752,Hoogheemraadschap van Rijnland,Hoogheemraadschap van Rijnland,119,10
178362315106,European Parliament,European Parliament,115,9
542364179119408,FNP Fryslân,FNP Fryslân,114,5
377484722432934,PvdA Provincie Utrecht,PvdA Provincie Utrecht,114,2
158944324185744,Defence for Children,Defence for Children,111,20
969158383214898,Wybren van Haga - BVNL,BVNL,110,2
198486356863605,Longfonds,Longfonds,109,30
157612007615228,GroenLinks Brabant,GroenLinks Brabant,102,4
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,≤100,6
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,≤100,17
100993049941618,Gemeente Den Haag,Gemeente Den Haag,≤100,4
104314055924926,Het eerlijke verhaal,OTTO Work Force,≤100,6
248022541905667,Gemeente Amsterdam,Gemeente Amsterdam,≤100,9
336575811655,Gemeente Rotterdam,Gemeente Rotterdam,≤100,3
100660309175869,NieuwRechts,NieuwRechts.nl,≤100,10
102943995924886,Water Wonen en Natuur,Water Wonen en Natuur,≤100,2
1513719122247725,ChristenUnie Noord-Holland,ChristenUnie Noord-Holland,≤100,13
226310417539522,PvdA Noord Holland,PvdA,≤100,4
1550088745275913,DENK,DENK,≤100,205
133720236695807,Werken voor Nederland,Werken voor Nederland,≤100,7
123604241074923,PvdA Brabant,PvdA Brabant,≤100,5
1409007399336866,BNNVARA,BNNVARA,≤100,15
421920954609274,VVD Flevoland,VVD Flevoland,≤100,6
347623668624706,50PLUSpartij,50PLUSpartij,≤100,2
148404651881567,VNO-NCW,VNO-NCW,≤100,16
105339817717917,Gezin in Gevaar,Stichting Civitas Christiana,≤100,3
527509587433951,AWP Nederland,Algemene Waterschapspartij AWP,≤100,34
106297492362053,Mahmut Sungur DENK,Mahmut Sungur,≤100,2
222029491143966,Free Press Unlimited,Free Press Unlimited,≤100,9
404247949634770,CARE Nederland,CARE Nederland,≤100,8
256330771194175,Iedereen mediawijs,Iedereen mediawijs,≤100,2
327605354041024,CDA Zeeland,CDA Zeeland,≤100,13
104925795239389,Ismail El Abassi,Ismail El Abassi,≤100,5
174501385922296,ChristenUnie Fryslân,Peter Cornelis Van Daalen,≤100,6
