Location name,Amount spent (USD)
Alabama,7809
Alaska,4454
American Samoa,≤100
Arizona,28068
Arkansas,5437
California,76650
Colorado,14652
Connecticut,7626
Delaware,2050
Florida,80138
Georgia,23049
Guam,≤100
Hawaii,2459
Idaho,8400
Illinois,26548
Indiana,13817
Iowa,8092
Kansas,6818
Kentucky,10059
Louisiana,9692
Maine,7811
Maryland,16298
Massachusetts,11508
Michigan,41454
Minnesota,14571
Mississippi,5320
Missouri,14852
Montana,5204
Nebraska,7482
Nevada,9547
New Hampshire,3194
New Jersey,19037
New Mexico,6915
New York,60745
North Carolina,25341
North Dakota,1309
Northern Mariana Islands,≤100
Ohio,28824
Oklahoma,9991
Oregon,10266
Pennsylvania,45286
Puerto Rico,≤100
Rhode Island,1671
South Carolina,9282
South Dakota,2216
Tennessee,15661
Texas,61216
Unknown,≤100
Utah,12011
Vermont,2042
Virgin Islands (U.S.),≤100
Virginia,19607
Washington,16771
"Washington, District of Columbia",7493
West Virginia,5762
Wisconsin,25531
Wyoming,1298
