Location name,Amount spent (TRY)
Adana Province,440
Adıyaman Province,≤100
Afyonkarahisar Province,310
Aksaray Province,≤100
Amasya Province,156
Ankara Province,2202
Antalya Province,1633
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,500
Ağrı Province,≤100
Balıkesir Province,373
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,535
Denizli Province,222
Diyarbakır Province,116
Düzce Province,≤100
Edirne Province,341
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,170
Gaziantep Province,265
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,656
Isparta Province,101
Istanbul Province,4084
Iğdır Province,≤100
Kahramanmaraş Province,192
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,202
Kilis Province,≤100
Kocaeli Province,204
Konya Province,243
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,324
Mardin Province,≤100
Mersin Province,383
Muğla Province,239
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,101
Osmaniye Province,≤100
Rize Province,≤100
Sakarya Province,673
Samsun Province,368
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,155
Tokat Province,≤100
Trabzon Province,275
Tunceli Province,≤100
Unknown,≤100
Uşak Province,224
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,139
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,1611
Şanlıurfa Province,166
Şırnak Province,≤100
