Location name,Amount spent (ARS)
Buenos Aires,1212350
Catamarca,71869
Chaco,66053
Chubut,269243
Ciudad Autónoma de Buenos Aires,780054
Corrientes,17683
Córdoba,2136424
Entre Rios,96759
Formosa,21875
Jujuy,50856
La Pampa,100021
La Rioja,13335
Mendoza,53036
Misiones,52845
Neuquén,323386
Río Negro,59986
Salta,400544
San Juan,142995
San Luis,76896
Santa Cruz,11127
Santa Fe,472848
Santiago del Estero,15542
Tierra del Fuego,269060
Tucuman,86740
Unknown,120
