Location name,Amount spent (TRY)
Adana Province,1164
Adıyaman Province,≤100
Afyonkarahisar Province,488
Aksaray Province,611
Amasya Province,≤100
Ankara Province,954
Antalya Province,791
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,229
Ağrı Province,≤100
Balıkesir Province,242
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,627
Denizli Province,256
Diyarbakır Province,111
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,226
Gaziantep Province,261
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,306
Isparta Province,110
Istanbul Province,13538
Iğdır Province,≤100
Kahramanmaraş Province,118
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,932
Kilis Province,≤100
Kocaeli Province,222
Konya Province,316
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,240
Mardin Province,≤100
Mersin Province,389
Muğla Province,289
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,129
Osmaniye Province,173
Rize Province,≤100
Sakarya Province,105
Samsun Province,512
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,361
Tokat Province,≤100
Trabzon Province,112
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,≤100
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,1404
Şanlıurfa Province,140
Şırnak Province,≤100
